ID,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,pIC50
CHEMBL498534,1.504,1108.661,20.175,16.596,16.596,14.882,10.166,10.166,7.389,7.389,5.49,5.49,3.936,3.936,0,0,0,6.042,0,0,33.381,0,30.854,106.613,0,386.178,0.036,-3.91,30,364.322,20788734.958,18.14,8.219,3.678,176.664,4.287,0.326,4.287,0.095,0.085,0.095,0.085,-0.326,6.855,123.224,386.498,0,2,0,0,0,4,1,5,2,0,2,0,5,0,0,0,144,4.567,0,0,0,0,0,0,4.984,0,0,109.195,33.381,12.394,12.369,5,0,0,0,9.551,0,6.042,0,139.043,0,22.254,0,0,0,0,9.551,0,0,17.169,127.916,0,22.254,0,17.82,0,0,0,0,0,0,0,0,2.162,56.172,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64
CHEMBL526104,1.652,738.434,16.192,14.013,14.013,11.916,9.045,9.045,6.841,6.841,5.302,5.302,4.075,4.075,0,0,0,0,6.042,5.918,48.794,0,12.524,70.345,0,316.194,0.318,-2.35,24,292.256,844492.664,15.194,7.042,3.141,143.733,4.292,0.33,4.292,0.095,0.414,0.095,0.414,-0.33,5.72,98.819,316.448,0,2,1,0,1,2,1,3,2,0,2,0,4,1,0,1,122,4.567,0,0,0,0,0,0,4.984,0,0,73.86,35.45,12.394,12.369,4,0,0,0,9.551,5.918,38.146,0,78.882,0,11.127,0,0,0,0,9.551,0,5.918,43.709,73.318,0,11.127,0,17.82,0,0,0,0,0,0,0,0,2.299,41.868,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98
CHEMBL277535,1.74,879.89,16.192,13.287,13.287,11.916,8.094,8.094,5.811,5.811,4.272,4.272,3.083,3.083,0,0,0,6.042,0,0,22.254,0,30.854,82.347,0,310.147,0.045,-3.13,24,292.256,844492.664,14.462,6.549,2.864,141.606,4.222,0.326,4.222,0.095,0.138,0.095,0.138,-0.326,5.188,97.788,310.4,0,2,0,0,0,3,1,4,2,0,2,0,4,0,0,0,116,4.567,0,0,0,0,0,0,4.984,0,0,84.929,22.254,12.394,12.369,4,0,0,0,9.551,0,6.042,0,114.777,0,11.127,0,0,0,0,9.551,0,0,17.169,103.65,0,11.127,0,17.82,0,0,0,0,0,0,0,0,2.146,44.854,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
CHEMBL3622434,1.652,1036.201,16.64,13.631,13.631,12.399,8.434,8.434,6.226,6.226,4.695,4.695,3.469,3.469,0,0,0,0,0,35.617,16.814,6.197,30.462,56.147,0,324.137,0.095,-3.27,25,308.259,1630410.601,14.105,5.669,2.342,145.373,4.45,0.279,4.45,0.168,0.906,0.168,0.906,-0.279,4.095,97.434,324.387,0,4,0,1,1,2,2,4,4,0,4,0,2,0,0,0,120,0,5.824,5.824,0,0,0,9.551,0,0,10.197,42.465,41.31,24.378,5.687,5,0,0,0,19.748,0,12.842,0,84.445,0,28.202,0,0,0,0,19.748,12.842,0,11.388,73.057,0,28.202,0,43.6,0,0,0,0,0,0,0,0,2.196,47.471,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.08
CHEMBL526293,1.654,895.501,16.899,13.994,13.994,12.399,8.568,8.568,6.203,6.203,4.559,4.559,3.215,3.215,0,0,0,6.042,0,6.421,22.254,0,24.787,88.414,0,324.163,0.087,-3.13,25,304.267,1367866.821,15.401,7.183,3.532,147.971,4.238,0.33,4.238,0.095,0.245,0.095,0.245,-0.33,5.382,102.39,324.427,0,2,0,0,0,3,1,4,2,0,2,0,5,0,0,0,122,4.567,0,0,0,0,0,0,4.984,0,0,84.929,28.675,12.394,12.369,4,0,0,0,9.551,0,12.463,0,114.777,0,11.127,0,0,0,0,9.551,6.421,0,17.169,103.65,0,11.127,0,17.82,0,0,0,0,0,0,0,0,2.185,46.315,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11
CHEMBL502542,1.714,726.778,12.656,10.582,10.582,9.399,6.558,6.558,5.06,5.06,3.782,3.782,2.888,2.888,0,0,0,0,0,12.966,27.817,0,18.721,52.016,0,246.116,0.118,-2.35,19,232.201,65068.494,10.561,4.092,1.765,111.908,4.086,0.333,4.086,0.095,0.892,0.095,0.892,-0.333,3.503,76.013,246.313,0,2,1,0,1,2,1,3,2,0,2,0,2,0,0,0,92,4.567,0,0,0,0,0,0,4.984,0,0,42.465,34.238,18.938,6.327,4,0,0,0,9.551,0,12.966,0,77.876,0,11.127,0,0,0,0,9.551,12.966,0,16.69,61.186,0,11.127,0,17.82,0,0,0,0,0,0,0,0,2.101,34.232,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41
CHEMBL365735,2.192,614.421,10.795,8.798,8.798,7.933,5.326,5.326,3.804,3.804,2.744,2.744,1.902,1.902,0,0,0,0,0,5.563,16.336,6.197,12.263,53.515,0,205.089,0,-2.15,16,194.172,9451.078,9.103,3.78,1.566,94.39,4.141,0.264,4.141,0.035,1.16,0.035,1.16,-0.264,3.902,67.179,205.26,0,1,0,0,0,2,1,3,1,0,1,0,1,0,0,0,76,0,0,0,0,0,0,4.984,0,0,0,42.465,28.469,17.957,0,3,0,10.772,0,4.984,0,0,0,66.991,0,11.127,0,0,0,0,4.984,0,0,0,66.991,0,21.899,0,12.89,0,0,0,0,0,0,0,0,0,31.667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.52
CHEMBL1214736,1.796,597.364,12.209,9.913,10.73,8.916,5.934,6.814,4.206,5.154,2.917,3.836,1.966,2.699,0,0,0,0,0,6.421,21.568,11.337,12.394,58.895,0,251.077,0.063,-1.93,18,238.25,32071.534,11.177,5.149,2.49,110.771,4.036,0.265,4.036,0.034,0.966,0.034,0.966,-0.265,4.401,76.798,251.354,0,1,0,0,0,1,2,3,2,0,2,0,3,0,0,0,88,0,0,0,0,0,0,4.984,0,0,11.337,30.332,46.69,17.271,0,3,0,11.337,0,4.984,0,6.421,0,77.432,0,10.441,0,0,0,11.337,4.984,6.421,0,11.127,66.305,0,10.441,0,12.89,0,1.778,0,0,0,0,0,0,0,33.222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.19
CHEMBL2112755,1.691,598.646,17.328,15.277,16.863,11.222,9.798,10.591,9.508,10.862,8.731,10.591,7.205,7.926,0,9.901,0,21.258,17.619,44.443,18.415,6.924,0,35.853,0,394.151,0.857,-0.15,24,364.133,291351.49,17.273,5.423,2.063,154.148,12.428,0.393,12.428,0.147,0.107,0.147,-0.302,-0.393,5.033,100.049,395.381,1,2,4,0,4,0,0,0,2,1,3,0,1,3,0,3,134,5.107,5.783,0,0,0,0,4.795,0,0,0,41.427,86.874,0,10.428,4,9.901,21.713,0,0,28.584,82.566,0,11.649,0,0,0,0,0,15.93,21.318,4.795,28.584,72.138,11.649,0,0,0,37.3,0,0,0,0,0,0,0,0,-0.302,44.552,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01
CHEMBL2112757,1.51,638.995,16.905,15.178,15.178,11.327,9.892,9.892,9.746,9.746,8.972,8.972,7.707,7.707,5.601,9.901,0,28.821,11.836,44.443,11.994,6.924,0,19.923,4.737,330.219,0.857,-0.67,24,300.228,529430.533,15.574,4.535,1.596,144.389,12.392,0.393,12.392,0.164,0.042,0.164,-0.448,-0.393,3.647,91.378,330.468,1,3,4,1,5,0,0,0,3,1,3,0,1,3,1,4,132,9.843,0,11.384,0,0,0,4.795,0,0,0,25.497,75.038,5.415,12.208,5,14.638,5.783,0,0,28.584,83.526,0,11.649,0,0,0,0,0,0,28.699,9.531,28.584,65.717,11.649,0,0,0,49.83,0,0,0,0,0,0,0,0,0,48.75,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17
CHEMBL2112759,1.516,678.571,16.905,15.061,15.061,11.327,9.755,9.755,9.559,9.559,8.857,8.857,7.625,7.625,5.601,9.589,0,22.717,29.958,25.683,18.415,6.924,6.076,13.847,4.737,328.204,0.81,-0.96,24,300.228,529430.533,15.307,4.409,1.541,143.756,12.385,0.357,12.385,0.164,0.034,0.164,-0.456,-0.357,3.855,90.378,328.452,0,3,4,1,5,0,0,0,3,0,3,0,1,3,1,4,130,4.737,0,17.168,0,0,0,9.589,0,0,0,19.421,74.693,11.836,6.104,5,14.326,11.566,0,0,28.584,77.422,0,11.649,0,0,0,0,0,0,23.272,14.326,28.584,65.717,11.649,0,0,0,46.67,0,0,0,0,0,0,0,0,0,50.083,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32
CHEMBL137622,1.671,600.963,16.405,14.769,14.769,10.86,9.452,9.452,9.022,9.022,8.038,8.038,6.755,6.755,0,9.901,0,17.302,17.251,50.016,11.994,6.924,0,26,0,314.225,0.762,-0.89,23,284.229,209150.769,15.627,5.051,2.064,139.591,12.085,0.393,12.085,0.156,0.114,0.156,-0.128,-0.393,4.435,91.857,314.469,1,2,4,0,4,0,0,0,2,1,2,0,1,2,0,2,126,5.107,0,5.783,0,0,0,4.795,0,0,0,31.573,86.026,0,6.104,4,9.901,5.783,0,0,28.584,71.821,0,23.298,0,0,0,0,0,0,16.994,4.795,28.584,65.717,23.298,0,0,0,37.3,0,0,0,0,0,0,0,0,0,46.333,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31
CHEMBL422998,1.678,640.227,16.405,14.653,14.653,10.86,9.315,9.315,8.835,8.835,7.922,7.922,6.673,6.673,0,9.589,0,16.613,17.619,43.595,18.415,6.924,6.076,19.923,0,312.209,0.714,-1.18,23,284.229,209150.769,15.354,4.908,1.994,138.959,12.078,0.295,12.078,0.156,0.106,0.156,0.106,-0.295,4.644,90.857,312.453,0,2,4,0,4,0,0,0,2,0,2,0,1,2,0,2,124,0,0,11.566,0,0,0,9.589,0,0,0,25.497,85.681,6.421,0,4,9.589,11.566,0,0,28.584,65.717,0,23.298,0,0,0,0,0,0,11.566,9.589,28.584,65.717,23.298,0,0,0,34.14,0,0,0,0,0,0,0,0,0,47.667,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77
CHEMBL1682888,2.151,852.942,16.613,13.499,13.499,10.925,7.695,7.695,6.208,6.208,4.411,4.411,2.948,2.948,5.601,9.901,0,11.701,11.257,16.336,0,19.448,50.246,9.968,0,308.152,0.263,-2.46,23,288.221,216790.332,15.436,5.63,2.551,134.744,11.508,0.378,11.508,0.159,0.042,0.159,-1.159,-0.378,3.657,90.377,308.381,2,4,0,0,0,2,1,3,3,2,4,0,4,0,0,0,118,10.091,5.601,5.783,0,0,0,4.795,4.984,0,0,38.113,41.31,11.76,12.021,3,9.901,16.556,0,9.968,5.918,26.372,0,65.743,0,0,0,0,0,0,20.858,5.601,5.918,42.387,48.922,0,10.772,0,65.98,0,0,0,0,0,0,0,0,0,53.083,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55
CHEMBL3902061,1.977,1097.76,17.389,13.971,13.971,12.165,8.006,8.006,5.916,5.916,4.314,4.314,3.049,3.049,0,4.795,0,5.783,5.563,33.595,0,30.03,49.519,15.067,0,328.132,0.1,-3.34,25,312.247,911202.916,15.203,5.942,2.498,144.547,11.972,0.294,11.972,0.162,0.018,0.162,0.018,-0.294,3.969,96.396,328.375,0,5,0,0,0,1,3,4,5,0,5,0,3,0,0,0,122,0,0,11.43,0,0,0,9.779,9.499,5.099,0,24.265,31.544,40.844,11.891,4,4.795,11.43,0,19.582,0,13.847,0,72.312,0,22.384,0,0,0,0,25.365,0,6.924,22.845,61.186,0,28.031,0,60.15,0,0,0,0,0,0,0,0,1.781,53.552,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8
CHEMBL4276910,1.502,851.849,21.096,18.68,18.68,14.343,11.907,11.907,10.879,10.879,9.594,9.594,8.071,8.071,0,9.901,0,28.883,17.754,38.649,23.978,6.924,18.46,35.874,0,408.278,0.692,-1.68,30,372.298,8105460.304,20.235,7.186,2.897,180.317,12.616,0.393,12.616,0.219,0.116,0.219,-0.263,-0.393,4.689,118.399,408.586,1,4,3,1,4,0,1,1,3,1,4,0,2,2,1,3,162,10.006,0,0,5.907,0,0,9.779,0,0,0,25.99,90.732,31.904,6.104,5,9.901,11.48,0,9.884,28.584,77.863,6.545,36.166,0,0,0,0,0,0,39.588,4.795,28.584,71.28,30.602,0,5.573,0,53.43,0,0,0,0,0,0,0,0,0,60.167,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.86
CHEMBL4287119,1.449,1039.749,20.924,16.962,17.718,14.581,10.08,10.458,7.433,7.869,5.366,5.585,3.677,3.921,0,4.795,0,5.907,5.023,48.433,5.687,13.121,35.362,52.368,11.601,417.161,0.2,-3.11,30,393.748,8465451.077,20.175,9.14,4.891,181.974,11.487,0.368,11.487,0.219,0.155,0.219,0.155,-0.368,5.241,124.52,417.94,0,4,0,1,1,2,1,3,3,0,5,0,5,0,1,1,152,9.8,0,0,5.907,0,0,9.779,0,0,0,41.952,53.089,61.77,0,4,4.795,35.348,0,9.884,0,6.924,31.079,83.141,0,11.127,4.9,5.687,0,11.601,41.97,4.795,0,18.051,66.991,5.023,23.279,0,36.44,0,6.334,0,0,0,0,0,0,0,57.444,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.21
CHEMBL4127399,1.449,1039.749,20.924,16.962,17.718,14.581,10.08,10.458,7.427,7.864,5.385,5.603,3.688,3.931,0,4.795,0,5.907,5.023,48.433,5.687,19.317,29.165,52.368,11.601,417.161,0.2,-3.11,30,393.748,8465451.077,20.175,9.14,4.891,181.974,11.487,0.368,11.487,0.219,0.156,0.219,0.156,-0.368,5.241,124.52,417.94,0,4,0,1,1,2,1,3,3,0,5,0,5,0,1,1,152,9.8,0,0,5.907,0,0,9.779,0,0,0,35.886,64.718,56.206,0,4,4.795,35.348,0,9.884,0,6.924,31.079,83.141,0,11.127,4.9,5.687,0,11.601,41.97,4.795,0,18.051,66.991,5.023,23.279,0,36.44,0,6.339,0,0,0,0,0,0,0,57.439,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.3
CHEMBL4283084,1.505,1203.883,24.079,19.962,20.718,16.402,11.58,11.958,8.808,9.244,6.11,6.329,4.376,4.619,0,4.795,0,5.907,5.023,54.006,11.26,13.121,29.296,72.282,11.601,471.208,0.241,-3.37,34,441.792,47484674.936,23.777,10.706,5.754,206.744,11.546,0.368,11.546,0.219,0.154,0.219,0.154,-0.368,6.416,142.896,472.032,0,4,0,1,1,2,1,3,3,0,5,0,6,0,1,1,174,9.8,0,0,5.907,0,0,9.779,0,0,0,47.525,72.509,61.77,0,4,4.795,40.921,0,9.884,0,20.771,31.079,99.841,0,0,4.9,5.687,0,11.601,41.97,4.795,0,43.025,72.564,5.023,17.725,0,36.44,0,6.502,0,0,0,0,0,0,0,64.609,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.68
CHEMBL4282697,1.524,1186.309,25.001,20.486,21.242,16.768,11.997,12.375,9.354,9.79,6.749,6.967,4.618,4.862,5.601,9.901,0,11.825,5.023,54.12,0,19.317,61.231,34.149,11.601,489.218,0.31,-3.15,35,457.791,70815905.722,24.958,10.631,5.578,212.228,11.717,0.38,11.717,0.219,0.077,0.219,-1.199,-0.38,5.466,143.363,490.047,1,5,0,1,1,2,1,3,4,1,6,0,7,0,1,1,182,14.906,5.601,0,5.907,0,0,9.779,0,0,0,55.8,59.006,61.77,0,4,9.901,35.348,0,9.884,5.918,26.372,31.079,94.267,0,0,4.9,5.687,0,11.601,47.077,10.396,5.918,43.025,66.991,5.023,12.152,0,56.67,0,6.476,0,0,0,0,0,0,0,69.885,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.62
CHEMBL4281653,1.411,1055.77,21.631,17.669,18.425,15.064,10.537,10.915,7.849,8.285,5.562,5.781,3.88,4.146,0,4.795,0,5.907,0,48.749,16.814,13.121,29.296,58.434,11.601,431.176,0.231,-3.11,31,405.759,13107112.445,21.135,9.798,5.736,188.339,11.498,0.368,11.498,0.219,0.157,0.219,0.157,-0.368,5.165,128.332,431.967,0,4,0,1,1,2,1,3,3,0,5,0,6,0,1,1,158,9.8,0,0,5.907,0,0,9.779,0,0,0,48.018,59.006,56.206,0,4,4.795,35.348,0,9.884,0,13.345,31.079,94.267,0,0,4.9,5.687,0,11.601,41.97,11.215,0,29.178,66.991,5.023,12.152,0,36.44,0,6.355,0,0,0,0,0,0,0,58.923,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.46
CHEMBL4129703,1.408,1019.869,20.924,17.039,17.795,14.564,10.105,10.483,7.546,7.982,5.356,5.574,3.722,3.988,0,4.795,0,5.907,0,54.437,5.687,19.448,27.797,52.368,11.601,420.172,0.25,-3.05,30,395.744,9867669.712,20.232,9.179,5.104,181.758,11.484,0.368,11.484,0.219,0.157,0.219,0.157,-0.368,4.424,122.618,420.944,0,5,0,1,1,2,1,3,4,0,6,0,6,0,1,1,154,14.367,0,0,5.907,0,0,4.795,4.984,0,0,35.886,47.022,62.751,6.327,4,4.795,35.348,0,14.451,0,13.468,31.079,82.899,0,0,4.9,5.687,0,11.601,46.537,11.339,0,23.614,61.186,5.023,12.152,0,41.37,0,6.32,0,0,0,0,0,0,2.022,55.269,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38
CHEMBL4288970,1.374,1075.986,22.338,18.077,18.833,15.564,10.676,11.054,7.788,8.225,5.471,5.689,3.722,3.988,0,4.795,0,5.907,11.63,48.619,5.687,19.317,29.165,52.368,16.338,447.171,0.231,-3.31,32,421.758,21868182.106,21.904,10.334,5.889,193.452,11.501,0.487,11.501,0.219,0.151,0.219,0.151,-0.487,5.153,129.858,447.966,0,5,0,1,1,2,1,3,4,0,6,0,7,0,1,1,164,14.537,12.356,0,5.907,0,0,9.779,0,0,0,35.886,59.155,50.01,6.197,4,9.531,35.348,0,9.884,0,13.531,31.079,88.704,0,5.75,9.637,5.687,5.75,11.601,41.97,11.401,0,23.614,66.991,5.023,12.152,0,45.67,0,6.318,0,0,0,0,0,0,0,62.46,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.87
