name,Zagreb1,Zagreb2,mZagreb1,mZagreb2
CHEMBL1766189,136.0,161.0,9.090277777777779,5.6944444444444455
CHEMBL1766190,136.0,161.0,9.090277777777779,5.6944444444444455
CHEMBL1766191,130.0,153.0,8.229166666666666,5.5694444444444455
CHEMBL1766192,130.0,153.0,8.229166666666666,5.5694444444444455
CHEMBL1921975,128.0,155.0,8.590277777777779,5.305555555555557
CHEMBL1921976,130.0,160.0,6.840277777777777,4.958333333333333
CHEMBL1921977,130.0,160.0,6.840277777777777,4.958333333333333
CHEMBL1921978,144.0,180.0,8.652777777777779,5.270833333333334
CHEMBL1921979,122.0,148.0,5.888888888888888,4.8055555555555545
CHEMBL1921980,124.0,149.0,8.340277777777777,5.000000000000001
CHEMBL1921981,126.0,155.0,6.590277777777777,4.624999999999998
CHEMBL1921982,134.0,164.0,7.090277777777779,5.208333333333333
CHEMBL1921983,146.0,180.0,6.451388888888889,5.208333333333333
CHEMBL1921984,140.0,170.0,7.951388888888889,5.291666666666666
CHEMBL1921985,130.0,160.0,6.840277777777777,4.958333333333333
CHEMBL193863,94.0,110.0,4.555555555555555,4.055555555555555
CHEMBL196796,94.0,110.0,4.555555555555555,4.055555555555555
CHEMBL206283,90.0,107.0,4.305555555555555,3.7777777777777777
CHEMBL2105738,176.0,224.0,7.875,5.9722222222222205
CHEMBL2111947,142.0,182.0,6.652777777777777,4.666666666666665
CHEMBL2111948,142.0,182.0,6.652777777777777,4.666666666666665
CHEMBL2111950,150.0,195.0,7.604166666666667,4.826388888888888
CHEMBL2111951,142.0,182.0,6.652777777777777,4.666666666666665
CHEMBL2112280,140.0,177.0,8.402777777777779,5.083333333333332
CHEMBL2112281,148.0,190.0,9.354166666666668,5.243055555555554
CHEMBL2112282,138.0,173.0,7.791666666666667,5.1388888888888875
CHEMBL2112298,136.0,172.0,8.152777777777779,4.749999999999998
CHEMBL2112299,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL2112301,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL2112517,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL2112518,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL2112519,166.0,219.0,7.215277777777778,5.2430555555555545
CHEMBL2112521,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL2112522,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL2112524,180.0,224.0,10.48611111111111,6.444444444444444
CHEMBL2112526,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL2112528,164.0,205.0,8.51388888888889,5.833333333333333
CHEMBL2112533,156.0,197.0,8.01388888888889,5.333333333333332
CHEMBL2112534,164.0,205.0,8.51388888888889,5.833333333333333
CHEMBL2112731,138.0,173.0,7.791666666666667,5.1388888888888875
CHEMBL2112735,138.0,173.0,7.791666666666667,5.1388888888888875
CHEMBL2112737,140.0,177.0,8.402777777777779,5.083333333333332
CHEMBL2112746,140.0,177.0,8.402777777777779,5.083333333333332
CHEMBL2112747,140.0,177.0,8.402777777777779,5.083333333333332
CHEMBL2112755,144.0,185.0,9.104166666666668,4.909722222222221
CHEMBL2112756,136.0,172.0,8.152777777777779,4.749999999999998
CHEMBL2112757,152.0,201.0,8.215277777777779,4.8263888888888875
CHEMBL2112758,140.0,177.0,8.402777777777779,5.083333333333332
CHEMBL2112759,152.0,201.0,8.215277777777779,4.8263888888888875
CHEMBL2112761,136.0,172.0,8.152777777777779,4.749999999999998
CHEMBL2112764,144.0,181.0,8.652777777777779,5.333333333333331
CHEMBL2112765,140.0,177.0,8.402777777777779,5.083333333333332
CHEMBL2112772,142.0,182.0,6.652777777777777,4.666666666666665
CHEMBL2112775,150.0,195.0,7.604166666666667,4.826388888888888
CHEMBL2112777,142.0,182.0,6.652777777777777,4.666666666666665
CHEMBL2112781,142.0,182.0,6.652777777777777,4.666666666666665
CHEMBL2112782,142.0,182.0,6.652777777777777,4.666666666666665
CHEMBL2112888,170.0,223.0,7.465277777777779,5.4930555555555545
CHEMBL2147034,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL2147035,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL2147036,144.0,173.0,8.20138888888889,5.499999999999999
CHEMBL2147037,126.0,152.0,6.138888888888888,4.999999999999999
CHEMBL2147038,132.0,160.0,7.0,5.194444444444443
CHEMBL2147039,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL2147040,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL2147041,114.0,134.0,7.229166666666667,4.430555555555554
CHEMBL2147042,100.0,120.0,5.416666666666667,4.3055555555555545
CHEMBL2147043,108.0,133.0,4.527777777777778,4.083333333333333
CHEMBL2147044,114.0,134.0,7.229166666666666,4.4305555555555545
CHEMBL2147045,114.0,134.0,7.229166666666667,4.430555555555554
CHEMBL2147046,122.0,143.0,7.729166666666666,5.0138888888888875
CHEMBL2147047,132.0,160.0,7.0,5.194444444444443
CHEMBL2163638,124.0,152.0,6.5,4.6944444444444455
CHEMBL2163639,130.0,162.0,4.999999999999999,4.611111111111112
CHEMBL2163641,114.0,140.0,5.388888888888889,4.249999999999999
CHEMBL2163646,152.0,186.0,6.861111111111112,5.861111111111112
CHEMBL2165313,96.0,113.0,5.166666666666666,3.916666666666666
CHEMBL2165314,100.0,118.0,5.416666666666666,4.25
CHEMBL2165315,106.0,127.0,6.277777777777777,4.472222222222221
CHEMBL2165316,104.0,122.0,5.666666666666666,4.5
CHEMBL2165317,110.0,131.0,6.527777777777777,4.722222222222221
CHEMBL2165318,124.0,146.0,5.527777777777777,5.000000000000001
CHEMBL2165319,130.0,155.0,6.388888888888889,5.222222222222222
CHEMBL2165320,132.0,154.0,6.027777777777779,5.500000000000001
CHEMBL2165321,138.0,163.0,6.888888888888889,5.722222222222222
CHEMBL2165322,96.0,113.0,5.166666666666666,3.916666666666666
CHEMBL2165323,124.0,147.0,5.527777777777778,5.027777777777778
CHEMBL2165324,124.0,147.0,5.527777777777778,5.027777777777778
CHEMBL2165325,120.0,143.0,5.277777777777778,4.777777777777778
CHEMBL2311169,120.0,153.0,6.180555555555555,4.138888888888888
CHEMBL2331699,124.0,151.0,6.5,4.666666666666666
CHEMBL2331704,140.0,170.0,7.951388888888889,5.3472222222222205
CHEMBL2333326,122.0,148.0,5.888888888888888,4.749999999999998
CHEMBL2333327,122.0,148.0,5.888888888888888,4.749999999999998
CHEMBL2333328,150.0,182.0,6.25,5.86111111111111
CHEMBL2333329,126.0,153.0,6.1388888888888875,5.083333333333334
CHEMBL2333330,130.0,157.0,6.388888888888889,5.333333333333334
CHEMBL2333331,136.0,163.0,7.25,5.416666666666667
CHEMBL2333332,144.0,171.0,7.75,5.916666666666667
CHEMBL2333333,140.0,168.0,7.5,5.75
CHEMBL2333334,146.0,177.0,6.0,5.583333333333332
CHEMBL2333335,150.0,181.0,6.25,5.833333333333332
CHEMBL2333336,122.0,148.0,5.888888888888888,4.749999999999998
CHEMBL2333337,122.0,148.0,5.888888888888888,4.75
CHEMBL2391999,218.0,273.0,9.597222222222221,7.749999999999999
CHEMBL2392003,214.0,269.0,9.347222222222221,7.499999999999999
CHEMBL2392004,220.0,277.0,10.208333333333332,7.694444444444444
CHEMBL2392006,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL2392007,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL2392008,176.0,224.0,7.875,5.9722222222222205
CHEMBL2420674,96.0,114.0,5.166666666666666,3.944444444444444
CHEMBL2420675,100.0,119.0,5.416666666666666,4.277777777777778
CHEMBL2420676,96.0,114.0,5.166666666666666,3.944444444444444
CHEMBL2420677,106.0,128.0,6.277777777777777,4.5
CHEMBL2420678,102.0,123.0,6.027777777777777,4.166666666666667
CHEMBL2420679,106.0,126.0,6.277777777777777,4.444444444444445
CHEMBL2420680,102.0,121.0,6.027777777777778,4.111111111111111
CHEMBL2420681,110.0,131.0,6.527777777777777,4.777777777777777
CHEMBL2420682,106.0,126.0,6.277777777777777,4.444444444444444
CHEMBL2420683,106.0,126.0,6.277777777777777,4.444444444444445
CHEMBL2420684,102.0,121.0,6.027777777777778,4.111111111111111
CHEMBL2420685,100.0,119.0,5.416666666666666,4.277777777777778
CHEMBL2420686,96.0,114.0,5.166666666666666,3.944444444444444
CHEMBL2420687,126.0,153.0,6.1388888888888875,5.083333333333332
CHEMBL2420688,122.0,148.0,5.8888888888888875,4.749999999999999
CHEMBL2442756,140.0,169.0,5.138888888888889,5.388888888888888
CHEMBL2442757,150.0,181.0,6.25,5.888888888888889
CHEMBL2442758,150.0,182.0,6.25,5.916666666666666
CHEMBL2442759,112.0,135.0,4.777777777777777,4.277777777777776
CHEMBL2442760,150.0,182.0,6.25,5.916666666666667
CHEMBL2442761,150.0,181.0,6.25,5.888888888888889
CHEMBL2442762,150.0,182.0,6.25,5.916666666666667
CHEMBL254328,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL271227,168.0,209.0,8.76388888888889,6.083333333333333
CHEMBL273191,94.0,110.0,4.555555555555555,3.999999999999999
CHEMBL27467,126.0,157.0,6.590277777777778,4.694444444444445
CHEMBL277535,126.0,148.0,5.166666666666667,5.3611111111111125
CHEMBL281947,126.0,158.0,6.590277777777778,4.708333333333333
CHEMBL287677,90.0,107.0,4.305555555555555,3.8333333333333326
CHEMBL305896,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL305941,130.0,163.0,7.291666666666666,4.597222222222221
CHEMBL307050,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL307160,132.0,160.0,7.0,5.194444444444443
CHEMBL307729,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3084923,134.0,165.0,7.541666666666666,4.708333333333334
CHEMBL3084924,120.0,145.0,5.729166666666666,4.375
CHEMBL3085257,142.0,182.0,6.652777777777777,4.666666666666665
CHEMBL309691,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3099695,92.0,111.0,4.916666666666667,3.7777777777777777
CHEMBL310315,148.0,187.0,6.541666666666667,5.249999999999999
CHEMBL310336,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL310662,146.0,182.0,6.451388888888889,5.263888888888887
CHEMBL310690,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL310822,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL311444,160.0,202.0,8.26388888888889,5.611111111111111
CHEMBL3137965,154.0,194.0,7.402777777777778,5.416666666666666
CHEMBL3137967,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3218783,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL324066,158.0,203.0,8.104166666666668,5.326388888888888
CHEMBL325307,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL325461,120.0,145.0,5.729166666666667,4.402777777777778
CHEMBL325895,156.0,197.0,8.01388888888889,5.333333333333333
CHEMBL3259868,138.0,168.0,7.340277777777779,5.388888888888889
CHEMBL3264597,128.0,156.0,8.590277777777779,5.388888888888889
CHEMBL3264599,128.0,156.0,8.590277777777779,5.388888888888889
CHEMBL3264604,128.0,156.0,8.590277777777779,5.388888888888889
CHEMBL3264605,148.0,176.0,10.8125,6.055555555555556
CHEMBL3264606,172.0,200.0,13.215277777777779,6.63888888888889
CHEMBL3264607,138.0,168.0,7.340277777777779,5.388888888888889
CHEMBL3264608,128.0,153.0,8.590277777777779,5.194444444444445
CHEMBL3264609,140.0,165.0,9.791666666666668,5.486111111111111
CHEMBL3313969,124.0,152.0,6.499999999999999,4.694444444444443
CHEMBL333604,156.0,198.0,8.01388888888889,5.36111111111111
CHEMBL3350336,180.0,229.0,8.125,6.3055555555555545
CHEMBL336025,140.0,177.0,8.402777777777779,5.083333333333332
CHEMBL336102,120.0,146.0,8.090277777777777,4.777777777777778
CHEMBL336403,138.0,173.0,7.791666666666668,5.138888888888888
CHEMBL337251,124.0,152.0,8.791666666666666,4.5555555555555545
CHEMBL3415117,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3415119,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3415123,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3415124,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3415125,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3415126,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3415127,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3415152,112.0,136.0,4.777777777777778,4.3055555555555545
CHEMBL3415153,112.0,136.0,4.777777777777778,4.305555555555555
CHEMBL3415154,118.0,144.0,5.638888888888889,4.499999999999999
CHEMBL3415155,118.0,144.0,5.638888888888888,4.499999999999999
CHEMBL3415156,122.0,149.0,5.888888888888888,4.833333333333333
CHEMBL3415157,122.0,149.0,5.888888888888888,4.833333333333333
CHEMBL3415158,128.0,156.0,6.75,4.944444444444444
CHEMBL3415159,128.0,156.0,6.75,4.944444444444444
CHEMBL3415160,146.0,178.0,6.0,5.611111111111109
CHEMBL3415161,146.0,178.0,6.0,5.611111111111111
CHEMBL3415162,150.0,181.0,6.25,5.833333333333331
CHEMBL3415163,156.0,190.0,7.111111111111111,6.055555555555557
CHEMBL3415164,146.0,178.0,6.0,5.611111111111109
CHEMBL3415165,146.0,178.0,6.0,5.611111111111111
CHEMBL3415166,128.0,156.0,6.749999999999999,4.999999999999999
CHEMBL3415167,134.0,163.0,7.611111111111112,5.111111111111111
CHEMBL3415168,134.0,163.0,7.611111111111111,5.11111111111111
CHEMBL3415169,142.0,172.0,8.5625,5.166666666666667
CHEMBL3415170,128.0,156.0,6.75,4.999999999999999
CHEMBL3415171,152.0,185.0,6.861111111111111,5.777777777777779
CHEMBL3415172,144.0,178.0,6.361111111111112,5.3055555555555545
CHEMBL3415173,130.0,160.0,7.361111111111111,4.888888888888887
CHEMBL3415174,118.0,143.0,5.638888888888889,4.472222222222221
CHEMBL3415175,124.0,152.0,6.5,4.694444444444443
CHEMBL341564,130.0,165.0,7.291666666666666,4.6388888888888875
CHEMBL341591,146.0,185.0,6.902777777777779,4.888888888888888
CHEMBL341984,140.0,177.0,8.402777777777779,5.083333333333332
CHEMBL344363,146.0,185.0,9.26388888888889,5.277777777777777
CHEMBL344668,130.0,165.0,7.291666666666666,4.6388888888888875
CHEMBL357811,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3582472,120.0,147.0,6.25,4.416666666666666
CHEMBL3582477,138.0,168.0,8.3125,4.916666666666667
CHEMBL3582478,132.0,160.0,7.4513888888888875,4.722222222222221
CHEMBL3582481,126.0,156.0,7.111111111111111,4.6388888888888875
CHEMBL3622434,140.0,170.0,5.138888888888889,5.416666666666666
CHEMBL3622437,132.0,160.0,7.0,5.249999999999999
CHEMBL3622445,154.0,188.0,9.76388888888889,5.534722222222223
CHEMBL362968,94.0,110.0,4.555555555555555,4.055555555555555
CHEMBL363364,176.0,224.0,7.875,5.9722222222222205
CHEMBL3639767,122.0,148.0,5.888888888888888,4.75
CHEMBL365735,84.0,98.0,3.4444444444444446,3.555555555555555
CHEMBL3662054,126.0,145.0,7.979166666666666,5.152777777777777
CHEMBL3662055,116.0,130.0,9.229166666666666,4.958333333333331
CHEMBL3662056,124.0,138.0,10.180555555555555,4.999999999999998
CHEMBL3662057,122.0,142.0,7.729166666666665,4.98611111111111
CHEMBL3662058,150.0,178.0,8.090277777777779,6.152777777777777
CHEMBL3662059,176.0,212.0,8.8125,6.958333333333331
CHEMBL3662060,160.0,190.0,9.20138888888889,6.652777777777778
CHEMBL3662061,176.0,212.0,8.8125,6.958333333333331
CHEMBL3662062,126.0,148.0,7.979166666666668,5.361111111111111
CHEMBL3662063,158.0,189.0,9.5625,6.263888888888888
CHEMBL3662064,138.0,166.0,7.340277777777779,5.402777777777777
CHEMBL3662065,150.0,178.0,8.090277777777779,6.152777777777777
CHEMBL3662066,102.0,116.0,7.8680555555555545,4.374999999999998
CHEMBL3662067,118.0,140.0,7.479166666666666,4.791666666666665
CHEMBL3662068,110.0,126.0,8.368055555555555,5.0
CHEMBL3662069,116.0,132.0,9.229166666666666,5.083333333333332
CHEMBL3662070,130.0,152.0,8.229166666666668,5.541666666666665
CHEMBL3662071,130.0,152.0,8.229166666666668,5.541666666666665
CHEMBL3666687,124.0,140.0,10.180555555555557,5.124999999999998
CHEMBL3666688,134.0,154.0,8.479166666666666,5.749999999999999
CHEMBL3666689,138.0,158.0,8.729166666666668,5.999999999999999
CHEMBL3666690,140.0,164.0,9.340277777777779,6.041666666666667
CHEMBL3666691,136.0,159.0,9.090277777777779,5.708333333333332
CHEMBL3666692,140.0,161.0,9.340277777777779,5.916666666666665
CHEMBL3666693,156.0,185.0,8.95138888888889,6.319444444444443
CHEMBL3666694,156.0,186.0,8.95138888888889,6.34722222222222
CHEMBL3666695,140.0,162.0,9.791666666666668,5.416666666666665
CHEMBL3666696,98.0,111.0,7.618055555555555,4.041666666666666
CHEMBL3666697,124.0,138.0,10.180555555555555,4.999999999999998
CHEMBL3666698,102.0,116.0,7.8680555555555545,4.374999999999998
CHEMBL3666699,106.0,121.0,8.118055555555555,4.708333333333332
CHEMBL3666700,112.0,128.0,8.979166666666664,4.819444444444443
CHEMBL3666701,130.0,150.0,8.229166666666668,5.48611111111111
CHEMBL3666702,118.0,138.0,7.479166666666665,4.73611111111111
CHEMBL3666703,140.0,160.0,9.791666666666668,5.361111111111111
CHEMBL3666704,144.0,164.0,10.041666666666668,5.611111111111111
CHEMBL3666705,128.0,143.0,10.430555555555555,5.333333333333332
CHEMBL3666706,130.0,150.0,8.229166666666668,5.486111111111111
CHEMBL3666707,110.0,124.0,8.368055555555555,4.875
CHEMBL3666708,130.0,150.0,8.229166666666668,5.486111111111111
CHEMBL3666709,116.0,132.0,9.680555555555555,4.541666666666666
CHEMBL3666710,136.0,158.0,9.541666666666668,5.152777777777778
CHEMBL3666711,132.0,154.0,9.291666666666668,4.902777777777779
CHEMBL3666712,106.0,121.0,8.118055555555554,4.708333333333332
CHEMBL3666713,118.0,138.0,7.479166666666665,4.73611111111111
CHEMBL3677924,140.0,169.0,7.951388888888889,5.249999999999999
CHEMBL3677925,142.0,174.0,5.75,5.36111111111111
CHEMBL3677926,138.0,170.0,5.5,5.11111111111111
CHEMBL3677927,140.0,169.0,7.951388888888889,5.249999999999999
CHEMBL3677928,138.0,170.0,5.5,5.11111111111111
CHEMBL3677929,128.0,155.0,6.749999999999999,4.916666666666667
