name,Zagreb1,Zagreb2,mZagreb1,mZagreb2
CHEMBL3677930,140.0,169.0,7.951388888888889,5.25
CHEMBL3677931,126.0,153.0,6.138888888888888,5.083333333333333
CHEMBL3677932,122.0,148.0,5.8888888888888875,4.749999999999999
CHEMBL3677933,140.0,169.0,7.951388888888889,5.249999999999999
CHEMBL3677934,162.0,199.0,8.42361111111111,5.8055555555555545
CHEMBL3677935,144.0,177.0,6.361111111111112,5.277777777777777
CHEMBL3677936,144.0,178.0,6.361111111111111,5.305555555555554
CHEMBL3677937,138.0,170.0,5.5,5.11111111111111
CHEMBL3677938,152.0,186.0,7.3125,5.361111111111111
CHEMBL3677939,144.0,178.0,6.361111111111111,5.3055555555555545
CHEMBL3677940,144.0,178.0,6.361111111111111,5.305555555555554
CHEMBL3677941,144.0,177.0,6.361111111111112,5.277777777777777
CHEMBL3677942,138.0,170.0,5.5,5.111111111111111
CHEMBL3677943,144.0,177.0,6.361111111111112,5.277777777777777
CHEMBL3677944,162.0,199.0,8.42361111111111,5.805555555555554
CHEMBL3677945,150.0,186.0,7.222222222222222,5.499999999999998
CHEMBL3677946,144.0,177.0,6.361111111111112,5.277777777777777
CHEMBL3677947,144.0,178.0,6.361111111111112,5.3055555555555545
CHEMBL3677948,144.0,178.0,6.361111111111112,5.3055555555555545
CHEMBL3677949,144.0,178.0,6.361111111111112,5.3055555555555545
CHEMBL3677950,136.0,171.0,5.861111111111111,4.833333333333333
CHEMBL3677951,136.0,171.0,5.861111111111111,4.833333333333332
CHEMBL3677952,140.0,176.0,6.111111111111112,5.166666666666666
CHEMBL3677953,140.0,176.0,6.111111111111112,5.166666666666666
CHEMBL3677954,154.0,192.0,7.923611111111112,5.333333333333333
CHEMBL3677955,154.0,192.0,7.923611111111111,5.333333333333332
CHEMBL3677956,134.0,163.0,7.090277777777779,5.138888888888888
CHEMBL3677957,130.0,156.0,6.388888888888889,5.25
CHEMBL3677958,138.0,167.0,7.340277777777779,5.388888888888888
CHEMBL3677959,148.0,180.0,8.902777777777779,5.3888888888888875
CHEMBL3677960,146.0,176.0,8.8125,5.416666666666666
CHEMBL3677961,138.0,170.0,5.5,5.111111111111111
CHEMBL3677962,138.0,170.0,5.5,5.111111111111111
CHEMBL3677963,126.0,153.0,6.138888888888888,5.083333333333333
CHEMBL3677964,122.0,148.0,5.888888888888888,4.75
CHEMBL3677965,128.0,156.0,6.749999999999999,4.944444444444443
CHEMBL3677966,138.0,170.0,5.5,5.111111111111111
CHEMBL3677967,122.0,148.0,5.888888888888888,4.75
CHEMBL3677968,146.0,176.0,8.8125,5.416666666666666
CHEMBL3677969,128.0,155.0,6.75,4.916666666666666
CHEMBL3677970,144.0,177.0,6.361111111111112,5.277777777777778
CHEMBL3677971,162.0,198.0,8.42361111111111,5.777777777777778
CHEMBL3677972,164.0,197.0,10.875,5.916666666666666
CHEMBL3682505,132.0,152.0,8.840277777777779,5.319444444444445
CHEMBL3682506,120.0,143.0,7.638888888888888,5.222222222222221
CHEMBL3682507,120.0,140.0,7.638888888888888,5.027777777777779
CHEMBL3682508,108.0,122.0,8.729166666666666,4.458333333333333
CHEMBL3689756,128.0,156.0,8.590277777777779,5.388888888888889
CHEMBL3696099,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL3696100,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL3696101,126.0,152.0,6.138888888888888,4.999999999999999
CHEMBL3696102,142.0,174.0,5.75,5.36111111111111
CHEMBL3696103,146.0,172.0,7.840277777777778,5.791666666666666
CHEMBL3696104,108.0,133.0,4.527777777777778,4.083333333333333
CHEMBL3696105,150.0,183.0,6.25,5.888888888888888
CHEMBL3696106,150.0,183.0,6.25,5.888888888888888
CHEMBL3696107,108.0,128.0,5.916666666666666,4.8055555555555545
CHEMBL3696108,126.0,152.0,6.138888888888888,4.999999999999999
CHEMBL3696109,116.0,141.0,5.027777777777778,4.583333333333332
CHEMBL3696110,126.0,152.0,6.138888888888888,4.999999999999999
CHEMBL3696111,142.0,174.0,5.75,5.361111111111111
CHEMBL3696112,132.0,160.0,7.0,5.194444444444443
CHEMBL3696113,146.0,178.0,6.0,5.61111111111111
CHEMBL3696114,154.0,185.0,6.5,6.083333333333333
CHEMBL3696115,134.0,159.0,6.638888888888889,5.472222222222221
CHEMBL3696116,138.0,164.0,6.888888888888889,5.805555555555555
CHEMBL371430,100.0,119.0,5.416666666666666,4.277777777777778
CHEMBL3780048,116.0,141.0,5.027777777777778,4.583333333333332
CHEMBL3780226,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL3780266,116.0,141.0,5.027777777777778,4.583333333333332
CHEMBL3780658,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL3780743,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL3780847,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3781112,126.0,152.0,6.138888888888888,4.999999999999999
CHEMBL3781487,116.0,141.0,5.027777777777778,4.583333333333332
CHEMBL3781910,116.0,141.0,5.027777777777778,4.583333333333332
CHEMBL3782020,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL3793091,100.0,117.0,5.416666666666666,4.166666666666665
CHEMBL3793530,100.0,118.0,5.416666666666666,4.249999999999999
CHEMBL3793576,96.0,113.0,5.166666666666666,3.9166666666666656
CHEMBL3794417,100.0,116.0,5.416666666666666,4.1388888888888875
CHEMBL3794430,94.0,110.0,4.555555555555555,3.999999999999999
CHEMBL381014,106.0,128.0,6.277777777777777,4.499999999999999
CHEMBL3889967,168.0,215.0,9.215277777777779,5.770833333333332
CHEMBL3889969,164.0,206.0,8.51388888888889,5.86111111111111
CHEMBL3891132,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3891718,232.0,278.0,12.347222222222221,8.958333333333332
CHEMBL3891747,174.0,224.0,7.715277777777779,5.708333333333332
CHEMBL3891870,178.0,228.0,7.965277777777779,5.958333333333332
CHEMBL3892696,146.0,178.0,6.0,5.61111111111111
CHEMBL3893010,168.0,210.0,8.76388888888889,6.166666666666666
CHEMBL3893277,162.0,203.0,7.902777777777779,6.0
CHEMBL3893307,154.0,194.0,7.402777777777779,5.416666666666666
CHEMBL3893647,160.0,201.0,8.26388888888889,5.583333333333332
CHEMBL3893669,176.0,221.0,10.23611111111111,6.222222222222221
CHEMBL3893796,146.0,178.0,6.0,5.61111111111111
CHEMBL3894912,212.0,252.0,12.48611111111111,8.347222222222221
CHEMBL3896024,154.0,194.0,7.402777777777779,5.416666666666666
CHEMBL3896070,154.0,194.0,7.402777777777779,5.416666666666666
CHEMBL3896576,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3896727,168.0,215.0,9.215277777777779,5.770833333333333
CHEMBL3897253,164.0,206.0,8.51388888888889,5.861111111111111
CHEMBL3897281,164.0,206.0,8.51388888888889,5.86111111111111
CHEMBL3898110,158.0,199.0,8.104166666666666,5.249999999999998
CHEMBL3899513,166.0,209.0,9.125,5.777777777777777
CHEMBL3899573,126.0,152.0,6.138888888888888,4.999999999999999
CHEMBL3899790,164.0,205.0,8.51388888888889,5.833333333333333
CHEMBL3899979,160.0,202.0,8.26388888888889,5.611111111111109
CHEMBL3900011,156.0,199.0,8.01388888888889,5.3888888888888875
CHEMBL3900855,168.0,211.0,8.76388888888889,6.194444444444444
CHEMBL3901395,170.0,213.0,9.375,6.027777777777776
CHEMBL3901677,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3902061,136.0,165.0,7.25,5.4722222222222205
CHEMBL3902101,132.0,159.0,7.0,5.166666666666667
CHEMBL3902750,122.0,148.0,5.888888888888888,4.749999999999999
CHEMBL3902840,174.0,216.0,9.625,6.249999999999999
CHEMBL3903145,194.0,243.0,9.48611111111111,6.944444444444444
CHEMBL3903639,158.0,198.0,7.652777777777779,5.666666666666666
CHEMBL3903809,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3903867,174.0,224.0,7.715277777777779,5.708333333333332
CHEMBL3904216,176.0,218.0,9.26388888888889,6.666666666666666
CHEMBL3904331,164.0,207.0,8.51388888888889,5.888888888888887
CHEMBL3904373,146.0,186.0,6.902777777777779,4.916666666666665
CHEMBL3904390,168.0,209.0,8.76388888888889,6.083333333333333
CHEMBL3904451,162.0,203.0,8.354166666666666,5.499999999999999
CHEMBL3904457,182.0,224.0,10.125,6.75
CHEMBL3905372,160.0,203.0,8.26388888888889,5.638888888888888
CHEMBL3905483,154.0,194.0,7.402777777777779,5.416666666666666
CHEMBL3905604,160.0,202.0,8.26388888888889,5.61111111111111
CHEMBL390569,100.0,118.0,5.416666666666666,4.249999999999999
CHEMBL3905864,174.0,222.0,10.07638888888889,5.937499999999999
CHEMBL3906470,176.0,219.0,9.26388888888889,6.694444444444444
CHEMBL3906548,170.0,222.0,7.465277777777779,5.479166666666665
CHEMBL3907455,184.0,231.0,8.375,6.444444444444444
CHEMBL3908291,148.0,187.0,6.541666666666667,5.249999999999999
CHEMBL3908531,126.0,152.0,6.138888888888888,4.999999999999999
CHEMBL3910264,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3911633,174.0,218.0,9.625,6.36111111111111
CHEMBL3911933,164.0,205.0,8.51388888888889,5.833333333333333
CHEMBL3912639,166.0,209.0,9.125,5.777777777777778
CHEMBL3913451,178.0,229.0,7.965277777777779,6.041666666666665
CHEMBL3913908,206.0,244.0,11.625,8.222222222222223
CHEMBL3914206,178.0,229.0,8.48611111111111,5.944444444444442
CHEMBL3914413,166.0,211.0,9.125,5.888888888888888
CHEMBL3915201,150.0,191.0,7.152777777777779,5.194444444444444
CHEMBL3915531,150.0,191.0,7.152777777777779,5.194444444444444
CHEMBL3916537,120.0,144.0,5.277777777777778,4.805555555555555
CHEMBL3917384,170.0,223.0,7.465277777777779,5.506944444444444
CHEMBL3917652,180.0,227.0,8.125,6.194444444444445
CHEMBL3917734,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL3917830,160.0,201.0,8.26388888888889,5.583333333333332
CHEMBL3918878,158.0,198.0,7.652777777777779,5.666666666666666
CHEMBL3919452,160.0,202.0,8.26388888888889,5.611111111111111
CHEMBL3919759,124.0,153.0,6.499999999999998,4.777777777777776
CHEMBL3919772,168.0,210.0,8.76388888888889,6.166666666666665
CHEMBL3919907,170.0,213.0,9.375,6.027777777777778
CHEMBL3920267,168.0,217.0,7.375,5.499999999999999
CHEMBL3920290,168.0,215.0,9.215277777777779,5.770833333333332
CHEMBL3920343,176.0,218.0,9.26388888888889,6.666666666666665
CHEMBL3921360,168.0,210.0,8.76388888888889,6.166666666666665
CHEMBL3922014,172.0,215.0,9.01388888888889,6.444444444444444
CHEMBL3922828,160.0,203.0,8.26388888888889,5.6388888888888875
CHEMBL3922888,218.0,262.0,10.98611111111111,8.26388888888889
CHEMBL3923127,150.0,184.0,9.51388888888889,5.284722222222221
CHEMBL3924257,120.0,148.0,6.249999999999999,4.444444444444443
CHEMBL3924728,172.0,215.0,9.01388888888889,6.444444444444444
CHEMBL3925996,148.0,182.0,6.611111111111112,5.555555555555554
CHEMBL3926463,160.0,201.0,8.26388888888889,5.583333333333332
CHEMBL3926509,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3926933,164.0,206.0,8.51388888888889,5.86111111111111
CHEMBL3926991,164.0,206.0,8.51388888888889,5.861111111111111
CHEMBL3927075,160.0,202.0,8.26388888888889,5.611111111111111
CHEMBL3927194,164.0,206.0,8.51388888888889,5.861111111111111
CHEMBL3927378,160.0,201.0,8.26388888888889,5.583333333333332
CHEMBL3927545,152.0,191.0,6.791666666666667,5.499999999999999
CHEMBL3927990,158.0,198.0,7.652777777777779,5.666666666666666
CHEMBL3928070,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3928725,168.0,215.0,9.215277777777779,5.770833333333332
CHEMBL3929550,166.0,209.0,9.125,5.777777777777777
CHEMBL3930071,158.0,198.0,7.652777777777779,5.666666666666666
CHEMBL3931318,160.0,202.0,8.26388888888889,5.611111111111111
CHEMBL3931379,140.0,169.0,7.951388888888889,5.249999999999999
CHEMBL3931417,158.0,198.0,7.652777777777779,5.666666666666666
CHEMBL3931836,230.0,274.0,11.73611111111111,9.013888888888888
CHEMBL3931893,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3932281,158.0,198.0,7.652777777777779,5.666666666666666
CHEMBL3932330,160.0,202.0,8.26388888888889,5.611111111111109
CHEMBL3932964,160.0,203.0,8.26388888888889,5.638888888888887
CHEMBL3933026,170.0,213.0,9.375,6.027777777777778
CHEMBL3933507,176.0,224.0,7.875,5.972222222222221
CHEMBL3933845,184.0,231.0,8.375,6.444444444444445
CHEMBL3934613,178.0,221.0,9.875,6.583333333333332
CHEMBL3934768,170.0,213.0,9.375,6.027777777777776
CHEMBL3935756,164.0,206.0,8.51388888888889,5.861111111111109
CHEMBL3936040,158.0,198.0,7.652777777777779,5.666666666666666
CHEMBL3936206,172.0,215.0,9.01388888888889,6.444444444444444
CHEMBL3937281,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3937430,160.0,202.0,8.26388888888889,5.61111111111111
CHEMBL3937534,174.0,217.0,9.625,6.277777777777777
CHEMBL3938001,164.0,205.0,8.51388888888889,5.833333333333333
CHEMBL3938615,220.0,262.0,13.4375,8.409722222222223
CHEMBL3938702,164.0,207.0,8.51388888888889,5.944444444444444
CHEMBL3938811,176.0,223.0,9.715277777777779,6.347222222222223
CHEMBL3939514,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3939784,164.0,205.0,8.51388888888889,5.833333333333333
CHEMBL3940899,168.0,210.0,9.215277777777779,5.666666666666666
CHEMBL3941119,160.0,202.0,8.26388888888889,5.611111111111111
CHEMBL3941532,168.0,211.0,8.76388888888889,6.1944444444444455
CHEMBL3941797,156.0,197.0,8.01388888888889,5.333333333333332
CHEMBL3942002,166.0,209.0,9.125,5.777777777777777
CHEMBL3942981,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3944486,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3944649,160.0,202.0,8.26388888888889,5.611111111111111
CHEMBL3945779,160.0,202.0,8.26388888888889,5.61111111111111
CHEMBL3946031,172.0,221.0,7.625,5.749999999999999
CHEMBL3946247,154.0,194.0,7.402777777777779,5.416666666666666
CHEMBL3946740,164.0,207.0,8.51388888888889,5.888888888888887
CHEMBL3946864,168.0,211.0,8.76388888888889,6.194444444444444
CHEMBL3947311,164.0,205.0,8.51388888888889,5.833333333333333
CHEMBL3948650,166.0,209.0,9.125,5.777777777777777
CHEMBL3948677,160.0,201.0,8.26388888888889,5.583333333333332
CHEMBL3948904,146.0,186.0,6.902777777777779,4.916666666666665
CHEMBL3949325,168.0,209.0,8.76388888888889,6.083333333333333
CHEMBL3949989,168.0,209.0,8.76388888888889,6.083333333333333
CHEMBL3951114,154.0,194.0,7.402777777777779,5.416666666666666
CHEMBL3951366,178.0,229.0,7.965277777777778,6.041666666666666
CHEMBL3951973,120.0,147.0,6.25,4.416666666666666
CHEMBL3951986,154.0,195.0,7.402777777777779,5.444444444444444
CHEMBL3952032,210.0,248.0,11.875,8.472222222222221
CHEMBL3952895,170.0,214.0,9.375,6.0555555555555545
CHEMBL3953572,164.0,206.0,8.51388888888889,5.86111111111111
CHEMBL3953640,164.0,199.0,8.0625,6.111111111111111
CHEMBL3954868,188.0,235.0,8.625,6.694444444444444
CHEMBL3955454,174.0,217.0,9.625,6.277777777777777
CHEMBL3956116,120.0,145.0,5.277777777777778,4.833333333333332
CHEMBL3956208,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3957632,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3957953,168.0,211.0,8.76388888888889,6.194444444444444
CHEMBL3958077,154.0,194.0,7.402777777777779,5.416666666666666
CHEMBL3958083,166.0,221.0,7.215277777777779,5.354166666666666
CHEMBL3958128,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL3958248,144.0,173.0,8.20138888888889,5.5
CHEMBL3958540,160.0,202.0,8.26388888888889,5.611111111111111
CHEMBL3958877,160.0,202.0,8.26388888888889,5.61111111111111
CHEMBL3959459,160.0,201.0,8.26388888888889,5.583333333333332
CHEMBL3960367,160.0,202.0,8.26388888888889,5.611111111111111
CHEMBL3960724,226.0,270.0,11.48611111111111,8.763888888888888
CHEMBL3961686,166.0,210.0,9.125,5.805555555555554
CHEMBL3961920,162.0,203.0,7.902777777777779,5.999999999999999
CHEMBL3962136,190.0,238.0,9.23611111111111,6.611111111111111
CHEMBL3962764,116.0,140.0,5.027777777777778,4.5555555555555545
CHEMBL3964049,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL3964421,214.0,252.0,12.125,8.722222222222221
CHEMBL3964663,168.0,210.0,8.76388888888889,6.166666666666665
CHEMBL3965336,116.0,141.0,5.027777777777778,4.583333333333332
CHEMBL3965598,184.0,231.0,8.375,6.444444444444445
CHEMBL3966729,166.0,207.0,8.152777777777779,6.249999999999999
CHEMBL3967106,166.0,220.0,7.215277777777779,5.270833333333332
CHEMBL3967361,178.0,228.0,8.48611111111111,5.916666666666666
CHEMBL3967945,162.0,203.0,8.354166666666668,5.499999999999999
CHEMBL3968178,212.0,252.0,12.48611111111111,8.347222222222221
CHEMBL3968394,154.0,194.0,7.402777777777779,5.416666666666666
CHEMBL3969233,164.0,207.0,8.51388888888889,5.944444444444444
CHEMBL3969480,160.0,202.0,8.26388888888889,5.611111111111111
CHEMBL3970637,154.0,194.0,7.402777777777779,5.416666666666666
CHEMBL3970668,162.0,203.0,8.354166666666668,5.499999999999999
CHEMBL3970897,160.0,201.0,8.26388888888889,5.583333333333332
CHEMBL3971564,164.0,199.0,8.0625,6.111111111111111
CHEMBL3971578,160.0,202.0,8.26388888888889,5.61111111111111
CHEMBL3972117,126.0,152.0,6.138888888888888,4.999999999999999
CHEMBL3972568,166.0,209.0,9.125,5.777777777777777
CHEMBL3972629,146.0,186.0,6.902777777777779,4.916666666666665
CHEMBL3973768,184.0,228.0,10.73611111111111,6.694444444444443
CHEMBL3974227,174.0,224.0,8.23611111111111,5.666666666666666
CHEMBL3974457,174.0,224.0,7.715277777777778,5.708333333333333
CHEMBL3976002,166.0,209.0,9.125,5.777777777777778
CHEMBL3976046,158.0,198.0,7.652777777777779,5.666666666666666
CHEMBL3976163,164.0,207.0,8.51388888888889,5.944444444444445
CHEMBL3976368,158.0,199.0,7.652777777777779,5.694444444444444
CHEMBL3976482,178.0,221.0,9.875,6.527777777777778
CHEMBL3977270,168.0,210.0,9.215277777777779,5.666666666666666
CHEMBL3977488,164.0,205.0,8.51388888888889,5.833333333333333
CHEMBL3978652,174.0,218.0,9.625,6.36111111111111
CHEMBL3979173,160.0,202.0,8.26388888888889,5.611111111111111
CHEMBL3979844,164.0,207.0,8.51388888888889,5.944444444444444
CHEMBL3980490,164.0,207.0,8.51388888888889,5.944444444444443
CHEMBL3980640,160.0,203.0,8.26388888888889,5.638888888888888
CHEMBL3980889,224.0,262.0,13.6875,8.597222222222221
CHEMBL3981088,174.0,222.0,10.07638888888889,5.937499999999999
CHEMBL3981830,132.0,159.0,7.000000000000001,5.166666666666666
CHEMBL3982013,168.0,210.0,8.76388888888889,6.166666666666665
CHEMBL3982387,152.0,191.0,6.791666666666667,5.499999999999999
CHEMBL3982478,180.0,231.0,8.57638888888889,5.874999999999999
CHEMBL3982662,158.0,199.0,7.652777777777779,5.749999999999999
CHEMBL3982671,160.0,203.0,8.26388888888889,5.638888888888888
CHEMBL3982921,160.0,201.0,8.26388888888889,5.583333333333332
CHEMBL3982969,170.0,213.0,9.375,6.027777777777776
CHEMBL3983066,160.0,201.0,8.26388888888889,5.583333333333332
CHEMBL3983081,166.0,209.0,9.125,5.777777777777778
CHEMBL3983390,168.0,209.0,8.76388888888889,6.083333333333333
CHEMBL3983734,202.0,238.0,11.375,7.847222222222223
CHEMBL3984284,162.0,203.0,8.354166666666666,5.499999999999999
CHEMBL3984592,164.0,206.0,8.51388888888889,5.916666666666665
CHEMBL3984933,162.0,203.0,7.902777777777779,5.999999999999999
CHEMBL3985019,166.0,209.0,9.125,5.777777777777778
CHEMBL3986070,164.0,205.0,8.51388888888889,5.833333333333333
CHEMBL3986794,160.0,202.0,8.26388888888889,5.61111111111111
CHEMBL3986922,160.0,203.0,8.26388888888889,5.638888888888888
CHEMBL402971,104.0,123.0,5.666666666666666,4.527777777777778
CHEMBL403475,98.0,115.0,4.805555555555555,4.333333333333333
CHEMBL403808,110.0,131.0,6.527777777777777,4.722222222222221
CHEMBL403852,104.0,123.0,5.666666666666666,4.527777777777778
CHEMBL4059780,122.0,146.0,5.888888888888888,4.694444444444444
CHEMBL4063960,126.0,150.0,6.138888888888888,5.0
CHEMBL4064141,116.0,138.0,5.027777777777778,4.5
CHEMBL4067000,128.0,152.0,9.041666666666666,4.694444444444445
CHEMBL4068802,112.0,134.0,4.777777777777778,4.249999999999999
CHEMBL4071689,146.0,176.0,11.104166666666668,5.256944444444444
CHEMBL4077246,228.0,269.0,13.486111111111112,9.381944444444441
CHEMBL4080256,128.0,155.0,9.041666666666666,4.756944444444444
CHEMBL4080420,116.0,139.0,7.840277777777777,4.388888888888888
CHEMBL4091726,122.0,145.0,5.888888888888888,4.666666666666666
CHEMBL4098297,128.0,155.0,9.041666666666666,4.756944444444444
CHEMBL4101612,116.0,138.0,5.027777777777778,4.5
CHEMBL4108488,190.0,232.0,11.145833333333332,7.236111111111111
CHEMBL4109884,198.0,242.0,12.097222222222221,7.333333333333333
CHEMBL4111690,180.0,220.0,10.034722222222221,6.791666666666666
CHEMBL4125765,180.0,212.0,9.0625,7.02777777777778
CHEMBL4125902,172.0,198.0,9.95138888888889,7.236111111111113
CHEMBL4125996,164.0,188.0,9.45138888888889,6.6111111111111125
CHEMBL4126014,164.0,189.0,9.45138888888889,6.63888888888889
CHEMBL4126284,168.0,195.0,9.70138888888889,7.01388888888889
CHEMBL4126412,164.0,188.0,9.45138888888889,6.6111111111111125
CHEMBL4126429,164.0,189.0,9.45138888888889,6.63888888888889
CHEMBL4126731,156.0,179.0,8.5,6.555555555555556
CHEMBL4126816,170.0,198.0,7.5,7.000000000000002
CHEMBL4126956,174.0,203.0,10.5625,7.13888888888889
CHEMBL4126996,180.0,213.0,9.0625,7.055555555555557
CHEMBL4127131,174.0,202.0,10.5625,7.111111111111113
CHEMBL4127240,188.0,220.0,9.5625,7.52777777777778
CHEMBL4127256,174.0,203.0,10.5625,7.13888888888889
CHEMBL4127378,174.0,202.0,10.5625,7.111111111111113
CHEMBL4127385,180.0,212.0,9.0625,7.02777777777778
CHEMBL4127399,156.0,180.0,8.5,6.583333333333335
CHEMBL4127656,174.0,203.0,10.5625,7.13888888888889
CHEMBL4127969,174.0,201.0,7.75,7.222222222222225
CHEMBL4128105,156.0,179.0,8.5,6.555555555555556
CHEMBL4128197,156.0,180.0,8.5,6.583333333333335
CHEMBL4128368,182.0,213.0,11.51388888888889,7.20138888888889
CHEMBL4128449,168.0,194.0,9.70138888888889,6.986111111111113
CHEMBL4128495,172.0,199.0,9.95138888888889,7.26388888888889
CHEMBL4128621,192.0,224.0,9.8125,7.77777777777778
CHEMBL4128640,180.0,213.0,9.0625,7.055555555555557
CHEMBL4129210,170.0,197.0,7.5,6.972222222222225
CHEMBL4129355,170.0,197.0,7.5,6.972222222222225
CHEMBL4129428,170.0,198.0,7.5,7.000000000000002
CHEMBL4129703,156.0,179.0,8.5,6.555555555555556
CHEMBL4129721,156.0,180.0,8.5,6.583333333333335
CHEMBL4129859,174.0,203.0,10.5625,7.13888888888889
CHEMBL4130227,156.0,180.0,8.5,6.583333333333335
CHEMBL419743,156.0,197.0,8.01388888888889,5.333333333333332
CHEMBL419831,140.0,175.0,8.402777777777779,4.9722222222222205
CHEMBL419934,150.0,190.0,7.152777777777779,5.166666666666665
CHEMBL4203137,154.0,194.0,7.402777777777779,5.416666666666665
CHEMBL4207995,104.0,122.0,6.118055555555555,3.9999999999999996
CHEMBL4209916,160.0,202.0,8.26388888888889,5.61111111111111
CHEMBL4209941,164.0,207.0,8.51388888888889,5.944444444444443
CHEMBL4210737,170.0,222.0,7.465277777777779,5.479166666666665
CHEMBL4210952,164.0,205.0,8.51388888888889,5.833333333333332
CHEMBL4211126,128.0,150.0,9.041666666666666,4.666666666666666
CHEMBL4212612,114.0,134.0,7.229166666666666,4.5
CHEMBL4213452,160.0,202.0,8.26388888888889,5.61111111111111
CHEMBL4214618,138.0,162.0,9.70138888888889,5.638888888888889
CHEMBL4214976,164.0,207.0,8.51388888888889,5.944444444444443
CHEMBL422456,130.0,165.0,7.291666666666666,4.6388888888888875
CHEMBL422998,136.0,172.0,8.152777777777779,4.749999999999998
CHEMBL4276910,174.0,218.0,9.625,6.3055555555555545
CHEMBL4277054,208.0,243.0,10.8125,8.95833333333333
CHEMBL4278033,218.0,254.0,11.92361111111111,9.374999999999998
CHEMBL4278076,208.0,243.0,10.8125,8.95833333333333
CHEMBL4279058,176.0,207.0,7.840277777777779,7.26388888888889
CHEMBL4279184,164.0,207.0,8.51388888888889,5.944444444444443
CHEMBL4279221,174.0,202.0,10.5625,7.111111111111113
CHEMBL4279416,166.0,192.0,7.25,6.694444444444447
CHEMBL4279441,244.0,290.0,13.097222222222223,9.763888888888884
CHEMBL4279727,188.0,216.0,9.11111111111111,7.944444444444447
CHEMBL4279912,156.0,180.0,8.5,6.583333333333335
CHEMBL4280255,164.0,207.0,8.51388888888889,5.944444444444443
CHEMBL4280259,200.0,235.0,10.76388888888889,7.930555555555556
CHEMBL4280378,182.0,213.0,11.51388888888889,7.20138888888889
CHEMBL4280777,172.0,201.0,8.11111111111111,6.916666666666669
CHEMBL4280985,152.0,176.0,8.25,6.333333333333335
CHEMBL4281147,160.0,185.0,8.75,6.8611111111111125
CHEMBL4281307,202.0,238.0,10.92361111111111,8.319444444444445
CHEMBL4281653,160.0,183.0,8.75,6.805555555555556
CHEMBL4281673,176.0,207.0,7.840277777777779,7.26388888888889
CHEMBL4282398,156.0,179.0,8.5,6.555555555555556
CHEMBL4282697,184.0,217.0,11.67361111111111,7.638888888888889
CHEMBL4283034,192.0,226.0,9.8125,7.875
CHEMBL4283084,176.0,204.0,10.722222222222221,7.472222222222223
CHEMBL4283190,194.0,225.0,9.972222222222221,8.166666666666668
CHEMBL4283221,218.0,254.0,11.92361111111111,9.374999999999998
CHEMBL4283318,234.0,278.0,11.98611111111111,9.263888888888886
CHEMBL4283402,182.0,208.0,10.61111111111111,8.083333333333336
CHEMBL4283570,140.0,161.0,6.527777777777779,5.972222222222223
CHEMBL4283588,222.0,266.0,11.23611111111111,8.513888888888888
CHEMBL4284316,262.0,308.0,15.159722222222223,10.138888888888886
CHEMBL4284598,112.0,127.0,6.166666666666667,4.8611111111111125
CHEMBL4284620,218.0,256.0,12.375,8.972222222222221
CHEMBL4284756,186.0,210.0,10.86111111111111,8.27777777777778
CHEMBL4285301,156.0,180.0,8.5,6.583333333333335
CHEMBL4285420,200.0,235.0,10.76388888888889,7.930555555555556
CHEMBL4285546,168.0,195.0,9.70138888888889,7.01388888888889
CHEMBL4285744,192.0,226.0,9.8125,7.875
CHEMBL4286077,176.0,202.0,10.20138888888889,7.486111111111113
CHEMBL4286761,176.0,207.0,7.840277777777779,7.26388888888889
CHEMBL4286910,166.0,193.0,7.25,6.722222222222224
CHEMBL4287119,156.0,180.0,8.5,6.583333333333335
CHEMBL4287608,216.0,256.0,12.73611111111111,8.597222222222221
CHEMBL4287787,208.0,243.0,11.784722222222221,8.388888888888891
CHEMBL4288168,192.0,225.0,9.8125,7.805555555555557
CHEMBL4288206,164.0,207.0,8.51388888888889,5.944444444444444
CHEMBL4288241,182.0,208.0,10.61111111111111,8.083333333333336
