name,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,HybRatio,FCSP3
CHEMBL3944649,0,0,3,6,5,2,5,2,2,0.44,0.44
CHEMBL3945779,0,0,3,3,1,3,6,3,2,0.6521739130434783,0.6521739130434783
CHEMBL3946031,0,0,3,4,3,3,5,5,2,0.6,0.6
CHEMBL3946247,0,0,3,4,2,3,5,2,2,0.5454545454545454,0.5454545454545454
CHEMBL3946740,0,0,3,5,2,2,7,3,2,0.6,0.6
CHEMBL3946864,0,0,3,3,2,3,8,4,1,0.68,0.68
CHEMBL3947311,0,0,3,3,1,3,8,3,2,0.6666666666666666,0.6666666666666666
CHEMBL3948650,0,0,2,5,3,2,7,3,2,0.5833333333333334,0.5833333333333334
CHEMBL3948677,0,0,2,4,3,2,8,3,2,0.625,0.625
CHEMBL3948904,0,0,2,3,0,2,7,4,2,0.7142857142857143,0.7142857142857143
CHEMBL3949325,0,0,3,5,4,3,7,2,2,0.5384615384615384,0.5384615384615384
CHEMBL3949989,0,0,3,4,3,3,8,3,2,0.6153846153846154,0.6153846153846154
CHEMBL3951114,0,0,3,3,1,3,6,3,2,0.6363636363636364,0.6363636363636364
CHEMBL3951366,0,0,2,7,3,2,6,3,3,0.5384615384615384,0.5384615384615384
CHEMBL3951973,0,0,4,7,1,0,2,1,0,0.2,0.2
CHEMBL3951986,0,0,2,4,2,2,8,4,2,0.6666666666666666,0.6666666666666666
CHEMBL3952032,1,0,2,11,1,8,2,0,0,0.4,0.38461538461538464
CHEMBL3952895,0,0,3,5,4,4,4,3,2,0.5384615384615384,0.5384615384615384
CHEMBL3953572,0,0,3,4,3,3,6,3,2,0.5833333333333334,0.5833333333333334
CHEMBL3953640,0,0,5,11,5,0,0,0,0,0.0,0.0
CHEMBL3954868,0,0,3,4,3,2,11,4,2,0.6551724137931034,0.6551724137931034
CHEMBL3955454,0,0,3,4,5,4,5,2,2,0.52,0.52
CHEMBL3956116,0,0,5,8,4,1,0,0,0,0.05555555555555555,0.05555555555555555
CHEMBL3956208,0,0,2,4,3,2,8,3,2,0.625,0.625
CHEMBL3957632,0,0,2,8,4,2,4,2,2,0.4166666666666667,0.4166666666666667
CHEMBL3957953,0,0,3,2,3,4,9,4,1,0.6923076923076923,0.6923076923076923
CHEMBL3958077,0,0,3,3,1,3,6,3,2,0.6363636363636364,0.6363636363636364
CHEMBL3958083,0,0,2,2,0,2,8,4,3,0.782608695652174,0.782608695652174
CHEMBL3958128,0,0,2,2,0,2,9,4,2,0.8095238095238095,0.8095238095238095
CHEMBL3958248,0,0,5,7,5,2,0,0,0,0.10526315789473684,0.10526315789473684
CHEMBL3958540,0,0,3,5,4,2,6,3,2,0.52,0.52
CHEMBL3958877,0,0,3,4,2,3,5,2,2,0.5652173913043478,0.5652173913043478
CHEMBL3959459,0,0,2,6,4,2,6,2,2,0.5,0.5
CHEMBL3960367,0,0,2,8,4,3,3,3,2,0.44,0.44
CHEMBL3960724,0,0,4,13,1,7,2,0,0,0.32142857142857145,0.32142857142857145
CHEMBL3961686,0,0,2,5,3,4,5,3,2,0.6,0.6
CHEMBL3961920,0,0,2,3,2,4,7,4,2,0.72,0.72
CHEMBL3962136,0,0,3,3,4,3,10,4,2,0.6551724137931034,0.6551724137931034
CHEMBL3962764,0,0,5,8,1,0,0,0,0,0.0,0.0
CHEMBL3964049,0,0,2,4,4,2,6,2,2,0.5217391304347826,0.5217391304347826
CHEMBL3964421,0,0,2,11,1,9,2,0,0,0.4444444444444444,0.4444444444444444
CHEMBL3964663,0,0,3,4,3,3,6,3,2,0.6,0.6
CHEMBL3965336,0,0,6,6,3,1,0,0,0,0.0625,0.0625
CHEMBL3965598,0,0,3,4,3,2,10,4,2,0.6428571428571429,0.6428571428571429
CHEMBL3966729,0,0,2,3,2,6,7,4,2,0.7307692307692307,0.7307692307692307
CHEMBL3967106,0,0,2,4,3,2,7,3,3,0.625,0.625
CHEMBL3967361,0,0,3,4,3,3,5,5,2,0.6,0.6
CHEMBL3967945,0,0,2,4,3,2,8,3,2,0.625,0.625
CHEMBL3968178,0,0,2,11,1,7,2,0,0,0.4,0.4
CHEMBL3968394,0,0,3,2,0,3,7,4,2,0.7619047619047619,0.7619047619047619
CHEMBL3969233,0,0,2,6,4,3,6,3,2,0.5384615384615384,0.5384615384615384
CHEMBL3969480,0,0,2,5,3,3,6,4,2,0.6,0.6
CHEMBL3970637,0,0,1,3,1,3,6,3,2,0.6666666666666666,0.6666666666666666
CHEMBL3970668,0,0,2,3,2,2,9,4,2,0.7083333333333334,0.7083333333333334
CHEMBL3970897,0,0,2,6,4,2,6,2,2,0.5,0.5
CHEMBL3971564,0,0,6,10,4,0,0,0,0,0.0,0.0
CHEMBL3971578,0,0,2,7,3,3,4,4,2,0.52,0.52
CHEMBL3972117,0,0,5,7,5,2,0,0,0,0.10526315789473684,0.10526315789473684
CHEMBL3972568,0,0,3,7,4,2,4,3,2,0.44,0.44
CHEMBL3972629,0,0,2,2,0,2,8,4,2,0.8,0.8
CHEMBL3973768,0,0,3,3,4,4,8,3,2,0.6296296296296297,0.6296296296296297
CHEMBL3974227,0,0,2,5,3,2,6,5,2,0.6,0.6
CHEMBL3974457,0,0,2,7,3,2,6,3,3,0.5384615384615384,0.5384615384615384
CHEMBL3976002,0,0,2,5,3,3,6,4,2,0.6,0.6
CHEMBL3976046,0,0,3,3,2,3,7,4,2,0.6666666666666666,0.6666666666666666
CHEMBL3976163,0,0,2,5,3,3,6,4,2,0.6,0.6
CHEMBL3976368,0,0,3,3,2,3,8,4,1,0.6666666666666666,0.6666666666666666
CHEMBL3976482,0,0,3,3,2,4,9,5,2,0.7142857142857143,0.7142857142857143
CHEMBL3977270,0,0,2,3,2,3,8,5,2,0.72,0.72
CHEMBL3977488,0,0,3,4,2,3,7,2,2,0.5833333333333334,0.5833333333333334
CHEMBL3978652,0,0,3,5,4,3,5,2,2,0.5384615384615384,0.5384615384615384
CHEMBL3979173,0,0,2,6,4,3,5,3,2,0.52,0.52
CHEMBL3979844,0,0,2,4,2,2,8,4,2,0.68,0.68
CHEMBL3980490,0,0,2,6,4,3,5,3,2,0.52,0.52
CHEMBL3980640,0,0,2,3,4,3,8,3,2,0.64,0.64
CHEMBL3980889,0,0,2,11,1,7,2,0,0,0.4230769230769231,0.4230769230769231
CHEMBL3981088,0,0,2,3,2,2,9,4,2,0.7083333333333334,0.7083333333333334
CHEMBL3981830,0,0,5,8,4,1,0,0,0,0.05555555555555555,0.05555555555555555
CHEMBL3982013,0,0,3,3,2,3,7,4,2,0.68,0.68
CHEMBL3982387,0,0,2,3,2,4,7,4,2,0.7083333333333334,0.7083333333333334
CHEMBL3982478,0,0,2,6,4,2,7,2,3,0.5384615384615384,0.5384615384615384
CHEMBL3982662,0,0,2,6,4,2,6,2,2,0.5,0.5
CHEMBL3982671,0,0,2,4,5,3,7,2,2,0.56,0.56
CHEMBL3982921,0,0,2,7,3,2,5,3,2,0.5,0.5
CHEMBL3982969,0,0,2,3,4,3,8,3,2,0.64,0.64
CHEMBL3983066,0,0,2,4,3,2,8,3,2,0.625,0.625
CHEMBL3983081,0,0,2,6,4,3,5,3,2,0.52,0.52
CHEMBL3983390,0,0,3,3,2,3,9,4,2,0.6923076923076923,0.6923076923076923
CHEMBL3983734,0,0,2,11,1,7,2,0,0,0.4,0.4
CHEMBL3984284,0,0,2,3,2,3,8,5,2,0.72,0.72
CHEMBL3984592,0,0,2,5,4,2,7,2,2,0.56,0.56
CHEMBL3984933,0,0,2,3,2,4,7,4,2,0.72,0.72
CHEMBL3985019,0,0,3,6,5,2,5,2,2,0.44,0.44
CHEMBL3986070,0,0,3,3,4,4,6,3,2,0.6,0.6
CHEMBL3986794,0,0,2,6,2,3,5,5,2,0.6,0.6
CHEMBL3986922,0,0,2,4,4,3,7,3,2,0.6,0.6
CHEMBL402971,0,0,4,4,4,2,2,0,0,0.23529411764705882,0.23529411764705882
CHEMBL403475,0,0,4,5,3,1,2,0,0,0.1875,0.1875
CHEMBL403808,0,0,4,4,4,2,2,0,0,0.23529411764705882,0.23529411764705882
CHEMBL403852,0,0,4,5,3,1,2,0,0,0.1875,0.1875
CHEMBL4059780,0,0,2,7,4,4,1,0,0,0.2777777777777778,0.2777777777777778
CHEMBL4063960,0,0,2,8,3,3,1,0,0,0.2777777777777778,0.2777777777777778
CHEMBL4064141,0,0,2,8,3,3,1,0,0,0.23529411764705882,0.23529411764705882
CHEMBL4067000,0,0,3,6,3,3,0,1,0,0.25,0.25
CHEMBL4068802,0,0,1,7,2,3,1,0,0,0.26666666666666666,0.26666666666666666
CHEMBL4071689,0,0,2,8,2,3,0,1,0,0.25,0.25
CHEMBL4077246,1,2,1,17,5,2,1,1,0,0.14285714285714285,0.12903225806451613
CHEMBL4080256,0,0,2,8,2,3,0,1,0,0.25,0.25
CHEMBL4080420,0,0,2,8,2,3,0,1,0,0.25,0.25
CHEMBL4091726,0,0,2,8,3,3,1,0,0,0.23529411764705882,0.23529411764705882
CHEMBL4098297,0,0,2,8,2,3,0,1,0,0.25,0.25
CHEMBL4101612,0,0,2,8,3,3,1,0,0,0.23529411764705882,0.23529411764705882
CHEMBL4108488,0,0,4,6,5,2,6,3,1,0.4642857142857143,0.4642857142857143
CHEMBL4109884,0,0,4,6,5,4,5,3,2,0.4827586206896552,0.4827586206896552
CHEMBL4111690,0,0,4,6,5,2,5,3,1,0.4230769230769231,0.4230769230769231
CHEMBL4125765,0,0,2,11,3,5,3,0,0,0.32,0.32
CHEMBL4125902,1,0,2,11,3,6,0,0,0,0.2608695652173913,0.25
CHEMBL4125996,0,0,2,11,3,5,0,0,0,0.2608695652173913,0.2608695652173913
CHEMBL4126014,0,0,2,13,4,4,0,0,0,0.20833333333333334,0.20833333333333334
CHEMBL4126284,0,0,2,13,4,6,0,0,0,0.24,0.24
CHEMBL4126412,0,0,2,11,3,5,0,0,0,0.2608695652173913,0.2608695652173913
CHEMBL4126429,0,0,2,13,4,4,0,0,0,0.20833333333333334,0.20833333333333334
CHEMBL4126731,0,0,2,11,3,5,0,0,0,0.21739130434782608,0.21739130434782608
CHEMBL4126816,0,0,2,13,4,6,0,0,0,0.23076923076923078,0.23076923076923078
CHEMBL4126956,0,0,2,13,4,4,0,0,0,0.20833333333333334,0.20833333333333334
CHEMBL4126996,0,0,2,13,4,4,3,0,0,0.2692307692307692,0.2692307692307692
CHEMBL4127131,0,0,2,11,3,5,0,0,0,0.2608695652173913,0.2608695652173913
CHEMBL4127240,0,0,4,11,3,5,0,0,0,0.2,0.2
CHEMBL4127256,0,0,2,13,4,6,1,0,0,0.2692307692307692,0.2692307692307692
CHEMBL4127378,0,0,2,11,3,7,1,0,0,0.32,0.32
CHEMBL4127385,0,0,2,11,3,5,3,0,0,0.32,0.32
CHEMBL4127399,0,0,3,13,4,5,0,0,0,0.2,0.2
CHEMBL4127656,0,0,2,13,4,6,1,0,0,0.2692307692307692,0.2692307692307692
CHEMBL4127969,0,0,2,11,3,7,1,0,0,0.3076923076923077,0.3076923076923077
CHEMBL4128105,0,0,2,11,3,5,0,0,0,0.21739130434782608,0.21739130434782608
CHEMBL4128197,0,0,2,13,4,4,0,0,0,0.16666666666666666,0.16666666666666666
CHEMBL4128368,0,0,2,13,4,4,0,0,0,0.20833333333333334,0.20833333333333334
CHEMBL4128449,0,0,2,11,3,7,0,0,0,0.2916666666666667,0.2916666666666667
CHEMBL4128495,1,0,2,13,4,5,0,0,0,0.20833333333333334,0.2
CHEMBL4128621,0,0,4,14,3,5,0,0,0,0.18518518518518517,0.18518518518518517
CHEMBL4128640,0,0,2,13,4,4,3,0,0,0.2692307692307692,0.2692307692307692
CHEMBL4129210,0,0,2,11,3,7,0,0,0,0.28,0.28
CHEMBL4129355,0,0,2,11,3,7,0,0,0,0.28,0.28
CHEMBL4129428,0,0,2,13,4,6,0,0,0,0.23076923076923078,0.23076923076923078
CHEMBL4129703,0,0,3,11,3,6,0,0,0,0.25,0.25
CHEMBL4129721,0,0,3,13,4,5,0,0,0,0.2,0.2
CHEMBL4129859,0,0,2,13,4,4,0,0,0,0.20833333333333334,0.20833333333333334
CHEMBL4130227,0,0,2,13,4,4,0,0,0,0.16666666666666666,0.16666666666666666
CHEMBL419743,0,0,2,2,1,3,9,4,2,0.782608695652174,0.782608695652174
CHEMBL419831,0,0,1,6,1,3,5,3,2,0.6190476190476191,0.6190476190476191
CHEMBL419934,0,0,3,1,1,2,9,4,2,0.7727272727272727,0.7727272727272727
CHEMBL4203137,0,0,0,7,3,2,8,3,2,0.6,0.6
CHEMBL4207995,0,0,0,8,2,2,3,0,1,0.375,0.375
CHEMBL4209916,0,0,2,4,2,2,8,4,2,0.6666666666666666,0.6666666666666666
CHEMBL4209941,1,0,2,3,4,2,8,3,2,0.625,0.6
CHEMBL4210737,0,0,2,3,2,2,9,4,3,0.72,0.72
CHEMBL4210952,0,0,3,3,2,2,9,3,2,0.6666666666666666,0.6666666666666666
CHEMBL4211126,0,0,0,8,2,2,3,0,1,0.4117647058823529,0.4117647058823529
CHEMBL4212612,0,0,0,8,2,2,3,0,1,0.4117647058823529,0.4117647058823529
CHEMBL4213452,0,0,2,3,2,2,9,4,2,0.7083333333333334,0.7083333333333334
CHEMBL4214618,0,0,1,7,3,4,3,0,1,0.45,0.45
CHEMBL4214976,0,0,2,4,2,2,8,4,2,0.6666666666666666,0.6666666666666666
CHEMBL422456,0,0,1,2,1,2,9,4,2,0.8095238095238095,0.8095238095238095
CHEMBL422998,0,0,0,4,2,3,7,3,2,0.7142857142857143,0.7142857142857143
CHEMBL4276910,0,0,3,3,2,4,9,3,2,0.6923076923076923,0.6923076923076923
CHEMBL4277054,0,0,2,10,2,10,2,0,0,0.4482758620689655,0.4482758620689655
CHEMBL4278033,0,0,3,10,2,11,2,0,0,0.43333333333333335,0.43333333333333335
CHEMBL4278076,0,0,2,10,2,10,2,0,0,0.4482758620689655,0.4482758620689655
CHEMBL4279058,0,0,4,11,4,4,2,0,0,0.23076923076923078,0.23076923076923078
CHEMBL4279184,1,0,2,4,3,2,7,4,2,0.625,0.6
CHEMBL4279221,0,0,2,11,3,7,1,0,0,0.32,0.32
CHEMBL4279416,0,0,2,11,3,6,2,1,0,0.34615384615384615,0.34615384615384615
CHEMBL4279441,1,0,2,15,3,8,2,0,0,0.3225806451612903,0.3125
CHEMBL4279727,1,0,2,15,5,6,0,0,0,0.20689655172413793,0.2
CHEMBL4279912,0,0,3,11,4,5,2,0,0,0.28,0.28
CHEMBL4280255,0,0,2,4,2,2,8,4,2,0.6666666666666666,0.6666666666666666
CHEMBL4280259,0,0,2,10,2,8,2,0,0,0.4230769230769231,0.4230769230769231
CHEMBL4280378,0,0,2,11,4,4,2,0,0,0.2916666666666667,0.2916666666666667
CHEMBL4280777,0,0,3,11,3,5,2,1,0,0.3076923076923077,0.3076923076923077
CHEMBL4280985,0,0,3,12,2,5,0,0,0,0.21739130434782608,0.21739130434782608
CHEMBL4281147,0,0,4,14,8,2,0,0,0,0.07142857142857142,0.07142857142857142
CHEMBL4281307,0,0,2,10,2,8,2,0,0,0.42857142857142855,0.42857142857142855
CHEMBL4281653,0,0,3,13,4,5,1,0,0,0.23076923076923078,0.23076923076923078
CHEMBL4281673,0,0,2,10,2,8,2,0,0,0.4,0.4
CHEMBL4282398,0,0,3,11,3,6,0,0,0,0.25,0.25
CHEMBL4282697,0,0,3,13,4,7,0,2,0,0.3103448275862069,0.3103448275862069
CHEMBL4283034,0,0,3,10,2,9,2,0,0,0.4074074074074074,0.4074074074074074
CHEMBL4283084,0,0,3,13,6,7,0,0,0,0.2413793103448276,0.2413793103448276
CHEMBL4283190,1,0,3,15,5,5,0,0,0,0.1724137931034483,0.16666666666666666
CHEMBL4283221,0,0,3,10,2,11,2,0,0,0.43333333333333335,0.43333333333333335
CHEMBL4283318,0,0,4,13,2,8,2,0,0,0.3333333333333333,0.3333333333333333
CHEMBL4283402,0,0,3,13,4,7,0,0,0,0.25,0.25
CHEMBL4283570,0,0,4,14,6,0,0,0,0,0.0,0.0
CHEMBL4283588,0,0,2,10,2,8,5,0,0,0.4642857142857143,0.4642857142857143
CHEMBL4284316,0,0,2,16,2,8,2,0,0,0.34375,0.34375
CHEMBL4284598,0,0,2,13,4,0,0,0,0,0.0,0.0
CHEMBL4284620,0,0,2,10,2,10,3,0,0,0.4642857142857143,0.4642857142857143
CHEMBL4284756,0,0,3,11,3,6,3,0,0,0.32142857142857145,0.32142857142857145
CHEMBL4285301,0,0,3,13,4,5,0,0,0,0.2,0.2
CHEMBL4285420,0,0,2,10,2,8,2,0,0,0.4230769230769231,0.4230769230769231
CHEMBL4285546,0,0,2,11,4,6,2,0,0,0.32,0.32
CHEMBL4285744,0,0,3,10,2,9,2,0,0,0.4074074074074074,0.4074074074074074
CHEMBL4286077,0,0,2,11,3,7,1,0,0,0.32,0.32
CHEMBL4286761,0,0,2,10,2,8,2,0,0,0.4,0.4
CHEMBL4286910,0,0,2,13,4,5,2,1,0,0.2962962962962963,0.2962962962962963
CHEMBL4287119,0,0,3,13,4,5,0,0,0,0.2,0.2
CHEMBL4287608,0,0,2,10,2,10,3,0,0,0.4642857142857143,0.4642857142857143
CHEMBL4287787,0,0,2,17,3,5,0,0,0,0.17857142857142858,0.17857142857142858
CHEMBL4288168,0,0,4,16,4,4,0,0,0,0.14285714285714285,0.14285714285714285
CHEMBL4288206,0,0,2,3,2,2,9,4,2,0.72,0.72
CHEMBL4288241,0,0,3,11,4,7,2,0,0,0.32142857142857145,0.32142857142857145
CHEMBL4288256,0,0,2,17,3,5,0,0,0,0.20689655172413793,0.20689655172413793
CHEMBL4288383,0,0,4,10,2,8,2,0,0,0.35714285714285715,0.35714285714285715
CHEMBL4288457,0,0,4,12,6,0,2,0,0,0.08333333333333333,0.08333333333333333
CHEMBL4288652,0,0,3,10,2,9,2,0,0,0.4074074074074074,0.4074074074074074
CHEMBL4288970,0,0,3,14,3,6,0,0,0,0.23076923076923078,0.23076923076923078
CHEMBL4289220,0,0,3,3,2,2,9,3,2,0.6666666666666666,0.6666666666666666
CHEMBL4289268,0,0,2,11,4,6,3,0,0,0.34615384615384615,0.34615384615384615
CHEMBL4289930,0,0,3,10,2,9,2,0,0,0.4074074074074074,0.4074074074074074
CHEMBL4289969,0,0,2,11,4,4,5,0,0,0.34615384615384615,0.34615384615384615
CHEMBL4290805,0,0,4,11,4,4,2,0,0,0.23076923076923078,0.23076923076923078
CHEMBL4291002,0,0,3,11,3,8,0,0,0,0.2962962962962963,0.2962962962962963
CHEMBL4291582,0,0,2,12,2,0,0,0,0,0.0,0.0
CHEMBL4291856,0,0,2,10,2,10,2,0,0,0.4444444444444444,0.4444444444444444
CHEMBL4292267,1,0,2,16,4,5,0,0,0,0.17857142857142858,0.1724137931034483
CHEMBL4293278,0,0,2,17,3,5,0,0,0,0.17857142857142858,0.17857142857142858
CHEMBL4293550,0,0,3,16,4,5,0,0,0,0.1724137931034483,0.1724137931034483
CHEMBL4293668,0,0,2,4,3,2,8,3,2,0.625,0.625
CHEMBL4294403,0,0,2,3,2,2,9,4,2,0.7083333333333334,0.7083333333333334
CHEMBL4294598,0,0,5,13,4,5,0,0,0,0.17857142857142858,0.17857142857142858
CHEMBL431843,0,0,3,2,1,2,6,4,1,0.6842105263157895,0.6842105263157895
CHEMBL432751,0,0,2,5,3,2,7,3,2,0.5833333333333334,0.5833333333333334
CHEMBL439582,0,0,2,11,4,3,6,3,2,0.45161290322580644,0.45161290322580644
CHEMBL440165,0,0,1,1,1,2,10,4,2,0.8571428571428571,0.8571428571428571
CHEMBL442373,1,0,2,9,4,1,0,0,0,0.058823529411764705,0.05555555555555555
CHEMBL442568,1,0,2,8,4,1,2,0,0,0.16666666666666666,0.15789473684210525
CHEMBL443865,0,0,3,10,3,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL444068,0,0,3,2,1,6,5,4,3,0.75,0.75
CHEMBL445171,0,0,2,9,3,1,1,0,0,0.11764705882352941,0.11764705882352941
CHEMBL446083,0,0,3,6,3,0,2,0,0,0.2,0.2
CHEMBL449343,0,0,2,9,3,1,3,0,0,0.21052631578947367,0.21052631578947367
CHEMBL4521939,0,0,0,9,1,2,8,3,2,0.5925925925925926,0.5925925925925926
CHEMBL4528465,0,0,1,11,3,1,5,3,1,0.4074074074074074,0.4074074074074074
CHEMBL4541575,0,0,2,11,2,3,8,3,2,0.5,0.5
CHEMBL454217,0,0,2,9,3,1,1,0,0,0.11764705882352941,0.11764705882352941
CHEMBL4552506,0,0,0,12,2,1,5,3,1,0.4,0.4
CHEMBL4591875,0,0,2,9,1,2,8,3,2,0.5172413793103449,0.5172413793103449
CHEMBL488,0,0,2,5,1,1,3,0,1,0.38461538461538464,0.38461538461538464
CHEMBL496257,0,0,2,8,4,2,3,0,0,0.25,0.25
CHEMBL496258,0,0,2,9,3,5,2,0,0,0.3181818181818182,0.3181818181818182
CHEMBL496262,0,0,2,10,5,0,3,1,0,0.19047619047619047,0.19047619047619047
CHEMBL496263,0,0,2,10,5,0,3,1,0,0.22727272727272727,0.22727272727272727
CHEMBL496286,0,0,2,11,6,0,2,0,0,0.09523809523809523,0.09523809523809523
CHEMBL496287,0,0,2,10,5,0,2,1,0,0.15,0.15
CHEMBL496288,0,0,2,10,5,0,2,1,0,0.15,0.15
CHEMBL496289,0,0,2,10,5,0,3,1,0,0.19047619047619047,0.19047619047619047
CHEMBL496456,0,0,2,10,5,0,3,1,0,0.19047619047619047,0.19047619047619047
CHEMBL496468,0,0,2,9,3,2,1,1,0,0.21052631578947367,0.21052631578947367
CHEMBL496469,0,0,2,10,5,0,3,1,0,0.19047619047619047,0.19047619047619047
CHEMBL497309,0,0,2,11,6,0,1,0,0,0.09523809523809523,0.09523809523809523
CHEMBL497480,0,0,2,11,6,0,2,0,0,0.09523809523809523,0.09523809523809523
CHEMBL497481,0,0,2,11,6,0,2,0,0,0.09523809523809523,0.09523809523809523
CHEMBL497499,0,0,2,9,3,1,1,0,0,0.11764705882352941,0.11764705882352941
CHEMBL497500,0,0,2,9,3,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL497851,0,0,2,9,3,2,2,1,0,0.25,0.25
CHEMBL498471,0,0,2,10,5,0,2,1,0,0.15,0.15
CHEMBL498472,0,0,2,10,5,0,2,1,0,0.15,0.15
CHEMBL498522,0,0,2,9,3,3,1,0,1,0.25,0.25
CHEMBL498523,0,0,2,9,3,1,4,0,0,0.25,0.25
CHEMBL498534,0,0,2,18,6,0,1,0,0,0.03571428571428571,0.03571428571428571
CHEMBL498641,0,0,2,9,3,1,2,0,0,0.21052631578947367,0.21052631578947367
CHEMBL498642,0,0,2,8,4,2,2,0,0,0.21052631578947367,0.21052631578947367
CHEMBL498643,0,0,2,10,5,0,2,1,0,0.19047619047619047,0.19047619047619047
CHEMBL498652,0,0,2,10,5,0,3,1,0,0.19047619047619047,0.19047619047619047
CHEMBL498662,0,0,2,11,6,0,1,0,0,0.05,0.05
CHEMBL499882,0,0,2,9,3,1,1,0,0,0.11764705882352941,0.11764705882352941
CHEMBL500139,0,0,2,9,3,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL500140,0,0,3,10,3,0,1,0,0,0.05555555555555555,0.05555555555555555
CHEMBL500425,0,0,2,9,3,5,2,0,0,0.3181818181818182,0.3181818181818182
CHEMBL500679,0,0,2,9,3,4,2,1,0,0.30434782608695654,0.30434782608695654
CHEMBL500680,0,0,2,9,3,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL501198,0,0,2,7,5,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL501446,0,0,2,9,3,2,2,1,0,0.25,0.25
CHEMBL501460,0,0,2,7,5,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL502542,0,0,2,7,5,1,1,0,0,0.11764705882352941,0.11764705882352941
CHEMBL502802,0,0,2,9,3,2,0,1,0,0.16666666666666666,0.16666666666666666
CHEMBL503503,0,0,2,9,3,1,2,0,0,0.25,0.25
CHEMBL504098,0,0,2,8,4,2,0,0,0,0.11764705882352941,0.11764705882352941
CHEMBL505550,0,0,2,7,5,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL522228,0,0,2,10,5,0,3,1,0,0.19047619047619047,0.19047619047619047
CHEMBL522414,0,0,2,8,4,0,3,0,0,0.16666666666666666,0.16666666666666666
CHEMBL522730,0,0,2,11,6,0,1,0,0,0.05,0.05
CHEMBL524681,0,0,2,9,3,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL524989,0,0,2,9,3,1,2,0,0,0.21052631578947367,0.21052631578947367
CHEMBL526081,0,0,2,11,6,0,2,0,0,0.09523809523809523,0.09523809523809523
CHEMBL526104,0,0,2,9,3,0,6,1,0,0.3181818181818182,0.3181818181818182
CHEMBL526293,0,0,2,14,4,0,2,0,0,0.08695652173913043,0.08695652173913043
CHEMBL526722,0,0,3,9,3,2,2,0,0,0.2,0.2
CHEMBL527112,0,0,2,9,3,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL539168,0,0,2,10,5,0,2,1,0,0.19047619047619047,0.19047619047619047
CHEMBL540997,0,0,2,9,3,1,2,0,0,0.21052631578947367,0.21052631578947367
CHEMBL541717,0,0,2,7,2,2,9,4,2,0.6071428571428571,0.6071428571428571
CHEMBL541941,0,0,2,9,3,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL551253,0,0,2,9,3,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL551254,0,0,2,9,3,1,2,0,0,0.21052631578947367,0.21052631578947367
CHEMBL556280,0,0,2,9,3,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL556833,0,0,2,9,3,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL557232,0,0,2,7,5,3,2,0,0,0.25,0.25
CHEMBL557233,0,0,2,8,4,2,2,0,0,0.21052631578947367,0.21052631578947367
CHEMBL565098,0,0,2,9,3,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL571003,0,0,2,9,3,1,2,0,0,0.16666666666666666,0.16666666666666666
CHEMBL74606,0,0,3,3,2,2,8,3,2,0.6521739130434783,0.6521739130434783
CHEMBL74661,0,0,2,3,1,2,8,3,2,0.6818181818181818,0.6818181818181818
CHEMBL75,0,0,3,11,1,8,2,0,0,0.38461538461538464,0.38461538461538464
CHEMBL75474,0,0,0,9,1,2,8,3,2,0.5769230769230769,0.5769230769230769
CHEMBL76877,0,0,2,2,2,4,7,4,2,0.7391304347826086,0.7391304347826086
CHEMBL77062,0,0,2,2,3,2,8,3,2,0.6521739130434783,0.6521739130434783
CHEMBL77288,0,0,1,1,1,2,10,4,2,0.8571428571428571,0.8571428571428571
CHEMBL77751,0,0,0,2,1,2,9,3,2,0.8,0.8
CHEMBL77789,0,0,0,10,1,2,7,3,2,0.5384615384615384,0.5384615384615384
CHEMBL78003,0,0,2,4,1,2,7,3,2,0.6666666666666666,0.6666666666666666
CHEMBL78063,0,0,0,3,1,2,8,3,2,0.7894736842105263,0.7894736842105263
CHEMBL78108,0,0,2,3,1,2,8,3,2,0.7142857142857143,0.7142857142857143
CHEMBL78215,0,0,1,5,2,2,7,3,2,0.6363636363636364,0.6363636363636364
CHEMBL78222,0,0,0,9,1,2,8,3,2,0.6,0.6
CHEMBL78322,0,0,2,10,3,1,0,0,0,0.058823529411764705,0.058823529411764705
CHEMBL79319,0,0,1,6,2,2,9,3,2,0.64,0.64
CHEMBL79829,0,0,2,3,2,2,9,4,2,0.7083333333333334,0.7083333333333334
CHEMBL80216,0,0,1,3,1,2,15,8,1,0.8387096774193549,0.8387096774193549
